,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id
10,MLJBase.jl,alan-turing-institute/MLJBase.jl,ml-frameworks,https://github.com/alan-turing-institute/MLJBase.jl,https://github.com/alan-turing-institute/MLJBase.jl,MIT,2018-12-11 14:42:03,2021-06-10 23:59:37,2021-06-10 22:48:50,26.0,35.0,172.0,66,1513.0,2021-06-10 23:57:49,0.18.11,,,100.0,Core functionality for the MLJ machine learning framework.,,,24.0,17,False,1,,
11,DifferentialEquations.jl,SciML/DifferentialEquations.jl,ml-frameworks,https://github.com/SciML/DifferentialEquations.jl,https://github.com/SciML/DifferentialEquations.jl,,2016-05-11 05:13:39,2021-05-28 10:10:36,2021-05-28 10:10:36,142.0,117.0,544.0,1801,1250.0,2021-05-25 09:55:14,6.17.1,,,51.0,Multi-language suite for high-performance solvers of differential equations and scientific machine learning (SciML)..,,,19.0,16,False,2,,
12,Zygote.jl,FluxML/Zygote.jl,ml-frameworks,https://github.com/FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,,2018-08-06 22:08:26,2021-06-14 10:21:25,2021-06-08 19:32:40,140.0,289.0,264.0,987,1782.0,2021-06-02 20:50:22,0.6.12,,,60.0,Intimate Affection Auditor.,,,74.0,16,False,2,,
13,ModelingToolkit.jl,SciML/ModelingToolkit.jl,ml-frameworks,https://github.com/SciML/ModelingToolkit.jl,https://github.com/SciML/ModelingToolkit.jl,,2018-02-27 01:36:26,2021-06-14 01:13:15,2021-06-13 13:09:15,82.0,93.0,354.0,649,2312.0,2021-06-13 13:25:34,5.19.1,,,100.0,A modeling framework for automatically parallelized scientific machine learning (SciML) in Julia. A computer algebra..,,,58.0,16,False,2,,
14,Images.jl,JuliaImages/Images.jl,image,https://github.com/JuliaImages/Images.jl,https://github.com/JuliaImages/Images.jl,,2012-12-05 14:43:16,2021-04-30 06:20:47,2021-04-30 06:20:47,124.0,43.0,470.0,443,1479.0,2021-04-27 07:48:51,0.24.1,,,45.0,An image library for Julia.,,,86.0,16,False,1,,
15,OrdinaryDiffEq.jl,SciML/OrdinaryDiffEq.jl,ml-frameworks,https://github.com/SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl,,2016-10-22 16:27:51,2021-06-07 02:17:49,2021-06-07 01:45:36,106.0,220.0,316.0,229,5083.0,2021-06-07 02:17:49,5.57.0,,,100.0,"High performance differential equation solvers for ordinary differential equations, including neural ordinary..",,,76.0,16,False,2,,
16,Transformers.jl,chengchingwen/Transformers.jl,nlp,https://github.com/chengchingwen/Transformers.jl,https://github.com/chengchingwen/Transformers.jl,MIT,2018-12-27 06:24:53,2021-05-22 14:04:13,2021-05-22 13:20:15,30.0,5.0,18.0,197,483.0,2021-05-22 14:04:13,0.1.12,,,9.0,Julia Implementation of Transformer models.,,,8.0,16,True,1,,
17,DFTK.jl/,JuliaMolSim/DFTK.jl/,ml-frameworks,https://github.com/JuliaMolSim/DFTK.jl,https://github.com/JuliaMolSim/DFTK.jl,MIT,2019-04-16 17:15:53,2021-06-11 07:57:34,2021-06-08 10:41:17,25.0,47.0,84.0,168,819.0,2021-06-08 11:30:01,0.3.1,,,36.0,Density-functional toolkit.,,,,16,True,2,,
18,TensorFlow.jl,malmaud/TensorFlow.jl,ml-frameworks,https://github.com/malmaud/TensorFlow.jl,https://github.com/malmaud/TensorFlow.jl,,2015-11-17 18:50:55,2021-04-01 18:06:44,2020-12-11 20:13:12,105.0,71.0,173.0,830,1324.0,2019-03-27 18:18:07,0.12.0,,,27.0,A Julia wrapper for TensorFlow.,,,38.0,15,False,2,,
19,GLM.jl,JuliaStats/GLM.jl,probabilistics,https://github.com/JuliaStats/GLM.jl,https://github.com/JuliaStats/GLM.jl,,2012-05-30 03:30:46,2021-06-08 06:20:51,2021-05-18 08:06:05,88.0,52.0,168.0,379,435.0,2021-04-26 22:04:19,1.4.2,,,29.0,Generalized linear models in Julia.,,,42.0,15,False,1,,
20,NeuralPDE.jl,SciML/NeuralPDE.jl,ml-frameworks,https://github.com/SciML/NeuralPDE.jl,https://github.com/SciML/NeuralPDE.jl,,2017-03-14 20:53:14,2021-06-14 11:00:08,2021-06-11 10:35:34,74.0,45.0,80.0,352,1026.0,2021-06-11 10:57:54,3.13.0,,,39.0,Physics-Informed Neural Networks (PINN) and Deep BSDE Solvers of Differential Equations for Scientific Machine..,,,26.0,15,False,2,,
21,Distances.jl,JuliaStats/Distances.jl,ml-frameworks,https://github.com/JuliaStats/Distances.jl,https://github.com/JuliaStats/Distances.jl,,2014-08-26 04:25:09,2021-06-13 01:42:55,2021-05-31 18:40:10,77.0,26.0,73.0,269,160.0,2021-05-03 08:37:45,0.10.3,,,20.0,A Julia package for evaluating distances (metrics) between vectors.,,,34.0,15,False,2,,
22,MixedModels.jl,JuliaStats/MixedModels.jl,ml-frameworks,https://github.com/JuliaStats/MixedModels.jl,https://github.com/JuliaStats/MixedModels.jl,MIT,2013-03-29 21:24:25,2021-06-09 14:53:58,2021-06-09 14:53:57,37.0,22.0,200.0,267,,2021-05-17 10:48:22,3.8.0,,,66.0,A Julia package for fitting (statistical) mixed-effects models.,,,23.0,15,True,2,,
23,AutoMLPipeline.jl,IBM/AutoMLPipeline.jl,ml-frameworks,https://github.com/IBM/AutoMLPipeline.jl,https://github.com/IBM/AutoMLPipeline.jl,MIT,2020-02-25 15:46:12,2021-05-23 15:24:32,2021-05-23 15:06:41,18.0,18.0,46.0,249,397.0,2021-05-23 15:24:33,0.3.6,,,29.0,A package that makes it trivial to create and evaluate machine learning pipeline architectures.,,,4.0,15,True,2,,
24,ReinforcementLearning.jl,JuliaReinforcementLearning/ReinforcementLearning.jl,ml-frameworks,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,,2018-06-07 11:54:45,2021-06-14 11:15:35,2021-06-13 04:02:18,30.0,47.0,138.0,228,1049.0,2021-05-16 05:47:24,0.9.0,,,12.0,A reinforcement learning package for Julia.,,,29.0,15,False,2,,
25,GeometricFlux.jl,yuehhua/GeometricFlux.jl,ml-frameworks,https://github.com/FluxML/GeometricFlux.jl,https://github.com/FluxML/GeometricFlux.jl,MIT,2019-04-04 12:18:22,2021-05-28 11:43:33,2021-05-27 09:26:04,19.0,22.0,28.0,206,613.0,2021-04-03 07:11:11,0.7.6,,,19.0,Geometric Deep Learning for Flux.,,,10.0,15,True,2,,FluxML/GeometricFlux.jl
26,Metalhead.jl,FluxML/Metalhead.jl,image,https://github.com/FluxML/Metalhead.jl,https://github.com/FluxML/Metalhead.jl,,2018-02-15 21:37:03,2021-06-12 02:55:03,2021-05-20 07:50:35,40.0,20.0,18.0,202,135.0,2021-05-20 08:39:09,0.5.3,10938.0,273.0,10.0,Computer vision models for Flux.,,,19.0,15,False,3,,
27,HypothesisTests.jl,JuliaStats/HypothesisTests.jl,probabilistics,https://github.com/JuliaStats/HypothesisTests.jl,https://github.com/JuliaStats/HypothesisTests.jl,,2012-12-09 05:43:21,2021-06-07 08:33:31,2021-05-03 10:35:15,64.0,40.0,61.0,179,267.0,2021-05-03 11:06:53,0.10.4,,,14.0,Hypothesis tests for Julia.,,,41.0,15,False,1,,
28,ADCME.jl,kailaix/ADCME.jl,ml-frameworks,https://github.com/kailaix/ADCME.jl,https://github.com/kailaix/ADCME.jl,MIT,2019-06-02 16:12:38,2021-06-12 02:26:37,2021-06-12 02:19:32,37.0,14.0,23.0,136,1090.0,2021-05-21 23:52:59,0.7.3,96.0,4.0,49.0,Automatic Differentiation Library for Computational and Mathematical Engineering.,,,4.0,15,True,2,,
29,MLDatasets.jl,JuliaML/MLDatasets.jl,data-loading,https://github.com/JuliaML/MLDatasets.jl,https://github.com/JuliaML/MLDatasets.jl,MIT,2016-09-08 09:16:50,2021-04-28 00:56:07,2021-03-30 06:13:22,25.0,11.0,15.0,125,152.0,2021-03-30 06:30:37,0.5.6,4.0,0.0,14.0,Utility package for accessing common Machine Learning datasets in Julia.,,,13.0,15,True,2,,
30,DiffEqBase.jl,SciML/DiffEqBase.jl,ml-frameworks,https://github.com/SciML/DiffEqBase.jl,https://github.com/SciML/DiffEqBase.jl,,2016-10-20 22:28:36,2021-06-02 03:47:30,2021-06-02 03:47:11,67.0,48.0,123.0,119,2268.0,2021-05-24 01:25:02,6.62.2,,,100.0,The lightweight Base library for shared types and functionality for defining differential equation and scientific..,,,66.0,15,False,2,,
31,ScikitLearn.jl,cstjean/ScikitLearn.jl,ml-frameworks,https://github.com/cstjean/ScikitLearn.jl,https://github.com/cstjean/ScikitLearn.jl,,2016-02-28 17:06:55,2021-06-09 12:03:45,2021-06-09 12:03:44,60.0,25.0,51.0,445,486.0,2021-06-09 07:24:34,0.6.4,,,10.0,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/.,,,13.0,14,False,2,,
32,GaussianProcesses.jl,STOR-i/GaussianProcesses.jl,probabilistics,https://github.com/STOR-i/GaussianProcesses.jl,https://github.com/STOR-i/GaussianProcesses.jl,,2015-04-30 14:46:12,2021-06-14 08:39:47,2021-06-14 08:39:47,43.0,21.0,92.0,235,1039.0,2020-11-30 00:50:47,0.12.3,,,6.0,A Julia package for Gaussian Processes.,,,26.0,14,False,2,,
33,DecisionTree.jl,bensadeghi/DecisionTree.jl,ml-frameworks,https://github.com/bensadeghi/DecisionTree.jl,https://github.com/bensadeghi/DecisionTree.jl,,2013-01-14 01:29:53,2021-05-17 13:50:31,2020-09-17 07:02:13,74.0,28.0,41.0,233,448.0,2020-09-17 08:16:08,0.10.10,,,22.0,Julia implementation of Decision Tree (CART) and Random Forest algorithms.,,,22.0,14,False,2,,
34,MultivariateStats.jl,JuliaStats/MultivariateStats.jl,probabilistics,https://github.com/JuliaStats/MultivariateStats.jl,https://github.com/JuliaStats/MultivariateStats.jl,,2014-03-12 21:59:49,2021-06-03 00:18:17,2021-06-01 03:06:06,58.0,28.0,53.0,231,157.0,2020-11-15 22:14:12,0.8.0,,,5.0,A Julia package for multivariate statistics and data analysis (e.g. dimension reduction).,,,26.0,14,False,2,,
35,MeasureTheory.jl,cscherrer/MeasureTheory.jl,probabilistics,https://github.com/cscherrer/MeasureTheory.jl,https://github.com/cscherrer/MeasureTheory.jl,MIT,2020-01-11 19:44:00,2021-06-11 18:42:48,2021-06-11 16:00:47,11.0,26.0,8.0,177,211.0,2021-06-01 13:39:06,0.7.0,,,13.0,,,,7.0,14,False,2,,
36,MLBase.jl,JuliaStats/MLBase.jl,ml-frameworks,https://github.com/JuliaStats/MLBase.jl,https://github.com/JuliaStats/MLBase.jl,MIT,2013-02-10 15:50:23,2020-02-08 15:53:11,2018-10-08 21:18:12,57.0,7.0,13.0,175,168.0,2018-08-31 05:41:36,0.8.0,,,3.0,A set of functions to support the development of machine learning algorithms.,,,16.0,14,False,2,,
37,KernelFunctions.jl,JuliaGaussianProcesses/KernelFunctions.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,MIT,2019-05-24 13:53:47,2021-06-11 14:49:27,2021-06-11 14:47:25,16.0,40.0,67.0,119,613.0,2021-06-03 13:14:47,0.10.5,,,63.0,Julia package for kernel functions for machine learning.,,,16.0,14,True,2,,
38,NNlib.jl,FluxML/NNlib.jl,ml-frameworks,https://github.com/FluxML/NNlib.jl,https://github.com/FluxML/NNlib.jl,,2017-08-21 17:14:26,2021-06-11 07:28:54,2021-06-11 07:28:54,82.0,30.0,83.0,102,929.0,2021-06-03 10:57:57,0.7.21,,,45.0,Neural Network primitives with multiple backends.,,,68.0,14,False,2,,
39,ForneyLab.jl,biaslab/ForneyLab.jl,ml-frameworks,https://github.com/biaslab/ForneyLab.jl,https://github.com/biaslab/ForneyLab.jl,,2018-06-27 09:12:26,2021-06-12 00:03:36,2021-05-03 12:25:12,25.0,16.0,45.0,91,2095.0,2021-04-08 10:46:06,0.11.3,,,8.0,Julia package for automatically generating Bayesian inference algorithms through message passing on Forney-style..,,,19.0,14,False,2,,
40,Yota.jl,dfdx/Yota.jl,ml-frameworks,https://github.com/dfdx/Yota.jl,https://github.com/dfdx/Yota.jl,MIT,2018-07-14 22:04:47,2021-06-12 16:14:04,2021-06-11 19:34:04,8.0,11.0,28.0,88,301.0,2021-01-23 18:33:54,0.4.4,,,13.0,Reverse-mode automatic differentiation in Julia.,,,8.0,14,False,2,,
41,TensorBoardLogger.jl,PhilipVinc/TensorBoardLogger.jl,ml-experiments,https://github.com/PhilipVinc/TensorBoardLogger.jl,https://github.com/PhilipVinc/TensorBoardLogger.jl,MIT,2019-01-27 21:15:07,2021-06-07 13:51:18,2021-06-07 13:36:13,18.0,11.0,22.0,69,171.0,2021-06-07 13:51:19,0.1.17,,,18.0,Easy peasy logging to TensorBoard with Julia.,,,19.0,14,False,1,,
42,ReservoirComputing.jl,SciML/ReservoirComputing.jl,ml-frameworks,https://github.com/SciML/ReservoirComputing.jl,https://github.com/SciML/ReservoirComputing.jl,MIT,2020-01-16 14:21:10,2021-06-11 13:58:32,2021-06-11 13:53:22,13.0,8.0,5.0,66,308.0,2021-02-28 22:39:34,0.6.2,,,9.0,Reservoir computing utilities for scientific machine learning (SciML).,,,10.0,14,False,2,,
43,ReadStat.jl,queryverse/ReadStat.jl,probabilistics,https://github.com/queryverse/ReadStat.jl,https://github.com/queryverse/ReadStat.jl,MIT,2013-12-01 21:59:46,2021-05-06 17:57:32,2021-05-06 17:50:00,14.0,7.0,21.0,66,170.0,2021-04-22 20:04:29,1.1.0,,,10.0,"Read files from Stata, SAS, and SPSS.",,,10.0,14,False,2,,
44,TSML.jl,IBM/TSML.jl,ml-frameworks,https://github.com/IBM/TSML.jl,https://github.com/IBM/TSML.jl,MIT,2019-01-31 03:57:56,2021-05-08 02:21:01,2021-05-08 02:14:27,15.0,4.0,85.0,62,653.0,2021-03-29 23:02:45,2.7.0,,,40.0,"A package for time series data processing, classification, clustering, and prediction.",,,6.0,14,False,2,,
45,FluxTraining.jl,lorenzoh/FluxTraining.jl,ml-frameworks,https://github.com/lorenzoh/FluxTraining.jl,https://github.com/lorenzoh/FluxTraining.jl,MIT,2020-03-27 12:27:00,2021-06-03 02:09:19,2021-05-10 06:51:03,6.0,,12.0,40,175.0,2021-02-21 14:04:48,0.1.3,,,4.0,A flexible neural net training library inspired by fast.ai.,,,6.0,14,False,2,,
46,MLJTuning.jl,alan-turing-institute/MLJTuning.jl,hyperopt,https://github.com/alan-turing-institute/MLJTuning.jl,https://github.com/alan-turing-institute/MLJTuning.jl,MIT,2020-01-14 18:48:56,2021-06-11 03:49:43,2021-06-11 03:05:03,4.0,8.0,26.0,36,508.0,2021-06-11 03:49:43,0.6.8,,,32.0,Hyperparameter optimization algorithms for use in the MLJ machine learning framework.,,,11.0,14,False,1,,
47,Mocha.jl,pluskid/Mocha.jl,ml-frameworks,https://github.com/pluskid/Mocha.jl,https://github.com/pluskid/Mocha.jl,,2014-10-25 00:31:21,2018-12-06 01:09:35,2018-12-06 01:09:34,254.0,35.0,119.0,1267,1069.0,,,,,,Deep Learning framework for Julia.,,,47.0,13,False,3,,
48,Yao.jl,QuantumBFS/Yao.jl,ml-frameworks,https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl,,2018-04-13 13:47:02,2021-06-09 05:10:55,2021-06-09 05:08:31,67.0,24.0,113.0,547,506.0,2020-06-08 07:07:09,0.6.3,,,19.0,"Extensible, Efficient Quantum Algorithm Design for Humans.",,,11.0,13,False,3,,
49,Stheno.jl,willtebbutt/Stheno.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/Stheno.jl,https://github.com/JuliaGaussianProcesses/Stheno.jl,,2017-08-15 15:10:58,2021-06-07 19:02:23,2021-06-07 17:29:31,19.0,19.0,35.0,256,446.0,2021-06-07 19:02:23,0.7.7,,,40.0,Probabilistic Programming with Gaussian processes in Julia.,,,11.0,13,False,3,,JuliaGaussianProcesses/Stheno.jl
50,Clustering.jl,JuliaStats/Clustering.jl,ml-frameworks,https://github.com/JuliaStats/Clustering.jl,https://github.com/JuliaStats/Clustering.jl,,2012-11-24 15:47:36,2021-03-11 18:32:20,2021-03-11 18:32:20,94.0,32.0,57.0,236,328.0,2020-10-18 12:18:16,0.14.2,,,19.0,A Julia package for data clustering.,,,46.0,13,False,3,-1.0,
51,XGBoost.jl,dmlc/XGBoost.jl,ml-frameworks,https://github.com/dmlc/XGBoost.jl,https://github.com/dmlc/XGBoost.jl,,2014-08-14 19:10:42,2021-02-09 18:08:19,2020-12-22 16:30:49,92.0,8.0,44.0,187,182.0,2020-12-22 16:36:19,1.1.1,,,7.0,XGBoost Julia Package.,,,22.0,13,False,3,-1.0,
52,ArrayFire.jl,JuliaGPU/ArrayFire.jl,ml-frameworks,https://github.com/JuliaGPU/ArrayFire.jl,https://github.com/JuliaGPU/ArrayFire.jl,,2015-05-28 21:01:58,2020-11-18 16:52:26,2020-11-18 16:52:25,30.0,43.0,156.0,180,858.0,2020-09-25 07:25:28,1.0.7,,,11.0,Julia wrapper for the ArrayFire library.,,,33.0,13,False,3,,
53,Merlin.jl,hshindo/Merlin.jl,ml-frameworks,https://github.com/hshindo/Merlin.jl,https://github.com/hshindo/Merlin.jl,MIT,2015-11-25 09:12:06,2019-11-25 10:44:17,2018-11-02 04:31:00,9.0,1.0,5.0,146,1454.0,2017-12-15 04:52:54,0.0.3,,,2.0,Deep Learning for Julia.,,,10.0,13,False,3,,
54,KernelDensity.jl,JuliaStats/KernelDensity.jl,probabilistics,https://github.com/JuliaStats/KernelDensity.jl,https://github.com/JuliaStats/KernelDensity.jl,,2014-04-13 19:14:58,2021-05-03 05:18:10,2021-05-03 04:50:14,29.0,21.0,35.0,102,116.0,2021-05-03 05:18:10,0.6.3,,,10.0,Kernel density estimators for Julia.,,,21.0,13,False,3,,
55,Enzyme.jl,wsmoses/Enzyme.jl,ml-frameworks,https://github.com/wsmoses/Enzyme.jl,https://github.com/wsmoses/Enzyme.jl,MIT,2019-09-06 20:06:06,2021-06-11 15:06:50,2021-06-11 14:40:52,7.0,18.0,10.0,100,100.0,2021-06-11 15:06:50,0.6.0,,,12.0,Julia bindings for the Enzyme automatic differentiator.,,,7.0,13,True,3,,
56,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2021-05-25 13:57:38,2021-05-25 13:53:03,34.0,20.0,18.0,100,200.0,2021-05-17 13:12:44,0.6.3,,,12.0,A fast image augmentation library in Julia for machine learning.,,,4.0,13,False,3,,
57,DataDeps.jl,oxinabox/DataDeps.jl,data-loading,https://github.com/oxinabox/DataDeps.jl,https://github.com/oxinabox/DataDeps.jl,,2017-10-18 01:23:10,2021-01-27 20:11:51,2021-01-27 19:46:04,31.0,25.0,47.0,91,354.0,2021-01-27 20:11:51,0.7.7,,,35.0,reproducible data setup for reproducible science.,,,25.0,13,False,2,,
58,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-06-10 14:13:07,2021-06-10 13:15:04,24.0,7.0,69.0,90,432.0,2021-06-10 14:13:08,0.7.2,,,14.0,Julia package of loss functions for machine learning.,,,18.0,13,False,3,,
59,UMAP.jl,dillondaudert/UMAP.jl,ml-frameworks,https://github.com/dillondaudert/UMAP.jl,https://github.com/dillondaudert/UMAP.jl,MIT,2018-09-13 19:59:15,2021-05-26 02:48:10,2021-01-06 00:18:48,11.0,8.0,9.0,82,233.0,2020-10-13 15:14:54,0.1.8,,,9.0,Uniform Manifold Approximation and Projection (UMAP) implementation in Julia.,,,6.0,13,False,3,,
60,Mads.jl,madsjulia/Mads.jl,ml-frameworks,https://github.com/madsjulia/Mads.jl,https://github.com/madsjulia/Mads.jl,,2016-01-26 14:19:09,2021-06-11 23:08:47,2021-06-09 19:43:27,19.0,,17.0,76,2194.0,2021-06-03 01:26:48,1.2.0,,,52.0,MADS: Model Analysis & Decision Support.,,,19.0,13,False,3,,
61,GaussianMixtures.jl,davidavdav/GaussianMixtures.jl,probabilistics,https://github.com/davidavdav/GaussianMixtures.jl,https://github.com/davidavdav/GaussianMixtures.jl,,2013-12-04 12:10:37,2021-05-03 00:42:41,2021-01-05 10:57:43,25.0,9.0,25.0,59,413.0,2021-01-05 11:52:22,0.3.4,,,5.0,Large scale Gaussian Mixture Models.,,,20.0,13,False,3,,
62,ReinforcementLearningZoo.jl,JuliaReinforcementLearning/ReinforcementLearningZoo.jl,others,https://github.com/JuliaReinforcementLearning/ReinforcementLearningZoo.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearningZoo.jl,MIT,2020-02-15 03:08:44,2021-05-06 07:15:00,2021-05-06 07:15:00,19.0,,19.0,45,170.0,2021-04-27 23:47:32,0.3.7,,,18.0,,,,15.0,13,False,1,,
63,DiffEqParamEstim.jl,SciML/DiffEqParamEstim.jl,ml-frameworks,https://github.com/SciML/DiffEqParamEstim.jl,https://github.com/SciML/DiffEqParamEstim.jl,,2016-10-28 11:33:04,2021-06-11 11:33:10,2021-06-11 10:36:39,21.0,15.0,54.0,33,524.0,2021-06-11 11:01:05,1.21.0,,,43.0,Easy scientific machine learning (SciML) parameter estimation with pre-built loss functions.,,,18.0,13,False,3,1.0,
64,DataAugmentation.jl,lorenzoh/DataAugmentation.jl,data-loading,https://github.com/lorenzoh/DataAugmentation.jl,https://github.com/lorenzoh/DataAugmentation.jl,MIT,2020-03-27 13:44:36,2021-06-08 09:38:32,2021-05-24 08:40:20,4.0,,3.0,5,184.0,2021-04-29 12:22:32,0.2.2,,,12.0,Flexible data augmentation library for machine and deep learning.,,,4.0,13,False,2,,
65,Mamba.jl,brian-j-smith/Mamba.jl,ml-frameworks,https://github.com/brian-j-smith/Mamba.jl,https://github.com/brian-j-smith/Mamba.jl,,2014-06-15 14:21:04,2020-08-26 12:36:20,2020-08-26 00:01:31,46.0,39.0,74.0,236,1057.0,2020-04-04 19:02:55,0.12.4,,,51.0,Markov chain Monte Carlo (MCMC) for Bayesian analysis in julia.,,,13.0,12,False,3,,
66,Reinforce.jl,JuliaML/Reinforce.jl,ml-frameworks,https://github.com/JuliaML/Reinforce.jl,https://github.com/JuliaML/Reinforce.jl,,2016-07-25 13:34:25,2021-05-03 02:10:26,2021-05-03 02:10:23,34.0,8.0,14.0,184,140.0,2020-11-17 10:26:40,0.4.0,,,5.0,"Abstractions, algorithms, and utilities for reinforcement learning in Julia.",,,16.0,12,False,3,,
67,FastAI.jl,FluxML/FastAI.jl,ml-frameworks,https://github.com/FluxML/FastAI.jl,https://github.com/FluxML/FastAI.jl,MIT,2020-05-20 23:06:49,2021-06-14 00:45:22,2021-06-01 14:43:39,20.0,9.0,9.0,171,175.0,,,,,,"Repository of best practices for deep learning in Julia, inspired by fastai.",,,11.0,12,True,3,,
