,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,new_addition
10,Metalhead.jl,FluxML/Metalhead.jl,image,https://github.com/FluxML/Metalhead.jl,https://github.com/FluxML/Metalhead.jl,,2018-02-15 21:37:03,2021-07-29 23:38:19,2021-07-29 23:38:15,40.0,22.0,18.0,211,192.0,2021-05-20 08:39:09,0.5.3,11533.0,274.0,10.0,Computer vision models for Flux.,23.0,17,False,1,2.0,,
11,ADCME.jl,kailaix/ADCME.jl,ml-frameworks,https://github.com/kailaix/ADCME.jl,https://github.com/kailaix/ADCME.jl,MIT,2019-06-02 16:12:38,2021-06-26 18:56:38,2021-06-26 18:49:47,39.0,13.0,24.0,149,1108.0,2021-05-21 23:52:59,0.7.3,102.0,4.0,49.0,Automatic Differentiation Library for Computational and Mathematical Engineering.,4.0,17,True,1,2.0,,
12,MLJBase.jl,alan-turing-institute/MLJBase.jl,ml-frameworks,https://github.com/JuliaAI/MLJBase.jl,https://github.com/JuliaAI/MLJBase.jl,MIT,2018-12-11 14:42:03,2021-08-02 03:16:35,2021-07-26 05:23:40,27.0,35.0,173.0,69,1564.0,2021-07-26 06:11:28,0.18.15,,,100.0,Core functionality for the MLJ machine learning framework.,25.0,17,False,1,,JuliaAI/MLJBase.jl,
13,DifferentialEquations.jl,SciML/DifferentialEquations.jl,ml-frameworks,https://github.com/SciML/DifferentialEquations.jl,https://github.com/SciML/DifferentialEquations.jl,,2016-05-11 05:13:39,2021-07-27 16:47:43,2021-07-27 16:31:56,146.0,116.0,562.0,1859,1257.0,2021-07-27 16:47:43,6.18.0,,,53.0,Multi-language suite for high-performance solvers of differential equations and scientific machine learning (SciML)..,19.0,16,False,2,,,
14,Zygote.jl,FluxML/Zygote.jl,ml-frameworks,https://github.com/FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,,2018-08-06 22:08:26,2021-08-02 00:53:56,2021-08-01 14:31:05,146.0,300.0,280.0,1030,1955.0,2021-07-19 09:42:31,0.6.17,,,65.0,Intimate Affection Auditor.,78.0,16,False,2,,,
15,ModelingToolkit.jl,SciML/ModelingToolkit.jl,ml-frameworks,https://github.com/SciML/ModelingToolkit.jl,https://github.com/SciML/ModelingToolkit.jl,,2018-02-27 01:36:26,2021-07-31 01:57:42,2021-07-31 01:53:07,93.0,122.0,379.0,754,2506.0,2021-07-27 20:33:39,5.26.0,,,100.0,A modeling framework for automatically parallelized scientific machine learning (SciML) in Julia. A computer algebra..,63.0,16,False,2,,,
16,Images.jl,JuliaImages/Images.jl,image,https://github.com/JuliaImages/Images.jl,https://github.com/JuliaImages/Images.jl,,2012-12-05 14:43:16,2021-07-28 12:51:05,2021-07-28 12:50:59,125.0,38.0,475.0,449,1484.0,2021-04-27 07:48:51,0.24.1,,,45.0,An image library for Julia.,86.0,16,False,3,,,
17,NeuralPDE.jl,SciML/NeuralPDE.jl,ml-frameworks,https://github.com/SciML/NeuralPDE.jl,https://github.com/SciML/NeuralPDE.jl,,2017-03-14 20:53:14,2021-07-30 16:25:10,2021-07-26 10:25:03,81.0,57.0,87.0,404,1097.0,2021-07-25 16:58:04,3.15.0,,,41.0,Physics-Informed Neural Networks (PINN) and Deep BSDE Solvers of Differential Equations for Scientific Machine..,28.0,16,False,2,,,
18,OrdinaryDiffEq.jl,SciML/OrdinaryDiffEq.jl,ml-frameworks,https://github.com/SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl,,2016-10-22 16:27:51,2021-08-02 12:20:20,2021-08-02 00:29:51,111.0,222.0,327.0,249,5155.0,2021-07-31 10:42:47,5.60.2,,,100.0,"High performance differential equation solvers for ordinary differential equations, including neural ordinary..",77.0,16,False,2,,,
19,Transformers.jl,chengchingwen/Transformers.jl,nlp,https://github.com/chengchingwen/Transformers.jl,https://github.com/chengchingwen/Transformers.jl,MIT,2018-12-27 06:24:53,2021-07-23 16:59:31,2021-07-23 16:55:14,34.0,8.0,21.0,213,488.0,2021-07-07 16:37:39,0.1.13,,,10.0,Julia Implementation of Transformer models.,10.0,16,True,1,,,
20,DFTK.jl/,JuliaMolSim/DFTK.jl/,ml-frameworks,https://github.com/JuliaMolSim/DFTK.jl,https://github.com/JuliaMolSim/DFTK.jl,MIT,2019-04-16 17:15:53,2021-08-01 20:51:10,2021-07-30 10:58:34,33.0,53.0,98.0,189,872.0,2021-07-27 20:33:16,0.3.10,,,45.0,Density-functional toolkit.,,16,True,2,,,
21,ForneyLab.jl,biaslab/ForneyLab.jl,ml-frameworks,https://github.com/biaslab/ForneyLab.jl,https://github.com/biaslab/ForneyLab.jl,MIT,2018-06-27 09:12:26,2021-07-23 00:03:55,2021-07-22 14:21:17,26.0,17.0,46.0,98,2110.0,2021-07-22 15:06:17,0.11.3,,,8.0,Julia package for automatically generating Bayesian inference algorithms through message passing on Forney-style..,19.0,16,False,2,2.0,,
22,GLM.jl,JuliaStats/GLM.jl,probabilistics,https://github.com/JuliaStats/GLM.jl,https://github.com/JuliaStats/GLM.jl,,2012-05-30 03:30:46,2021-07-24 08:37:19,2021-06-30 00:19:41,89.0,53.0,169.0,389,444.0,2021-06-30 00:46:29,1.5.1,,,31.0,Generalized linear models in Julia.,43.0,15,False,1,,,
23,FastAI.jl,FluxML/FastAI.jl,ml-frameworks,https://github.com/FluxML/FastAI.jl,https://github.com/FluxML/FastAI.jl,MIT,2020-05-20 23:06:49,2021-07-29 00:47:09,2021-07-28 08:12:45,26.0,4.0,20.0,339,209.0,2021-07-28 01:02:44,0.1.0,,,1.0,"Repository of best practices for deep learning in Julia, inspired by fastai.",12.0,15,True,2,3.0,,
24,MixedModels.jl,JuliaStats/MixedModels.jl,ml-frameworks,https://github.com/JuliaStats/MixedModels.jl,https://github.com/JuliaStats/MixedModels.jl,MIT,2013-03-29 21:24:25,2021-07-28 17:20:12,2021-07-28 17:06:40,37.0,21.0,205.0,279,,2021-07-16 23:17:44,4.0.0,,,68.0,A Julia package for fitting (statistical) mixed-effects models.,23.0,15,True,2,,,
25,Distances.jl,JuliaStats/Distances.jl,ml-frameworks,https://github.com/JuliaStats/Distances.jl,https://github.com/JuliaStats/Distances.jl,,2014-08-26 04:25:09,2021-07-31 19:32:59,2021-07-02 14:51:24,79.0,26.0,73.0,275,162.0,2021-05-03 08:37:45,0.10.3,,,20.0,A Julia package for evaluating distances (metrics) between vectors.,35.0,15,False,2,,,
26,AutoMLPipeline.jl,IBM/AutoMLPipeline.jl,ml-frameworks,https://github.com/IBM/AutoMLPipeline.jl,https://github.com/IBM/AutoMLPipeline.jl,MIT,2020-02-25 15:46:12,2021-07-29 13:17:09,2021-07-29 13:12:23,20.0,20.0,46.0,264,401.0,2021-05-23 15:24:33,0.3.6,,,29.0,A package that makes it trivial to create and evaluate machine learning pipeline architectures.,4.0,15,True,2,,,
27,ReinforcementLearning.jl,JuliaReinforcementLearning/ReinforcementLearning.jl,ml-frameworks,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,,2018-06-07 11:54:45,2021-08-02 06:50:35,2021-07-31 05:51:54,39.0,44.0,164.0,255,1089.0,2021-05-16 05:47:24,0.9.0,1.0,0.0,12.0,A reinforcement learning package for Julia.,31.0,15,False,2,,,
28,GaussianProcesses.jl,STOR-i/GaussianProcesses.jl,probabilistics,https://github.com/STOR-i/GaussianProcesses.jl,https://github.com/STOR-i/GaussianProcesses.jl,,2015-04-30 14:46:12,2021-07-05 19:22:18,2021-07-05 19:22:18,45.0,21.0,94.0,249,1046.0,2021-06-15 14:28:14,0.12.4,,,7.0,A Julia package for Gaussian Processes.,27.0,15,False,1,,,
29,GeometricFlux.jl,yuehhua/GeometricFlux.jl,ml-frameworks,https://github.com/FluxML/GeometricFlux.jl,https://github.com/FluxML/GeometricFlux.jl,MIT,2019-04-04 12:18:22,2021-07-31 22:23:54,2021-07-27 07:16:46,20.0,29.0,34.0,219,658.0,2021-04-03 07:11:11,0.7.6,,,19.0,Geometric Deep Learning for Flux.,10.0,15,True,2,,FluxML/GeometricFlux.jl,
30,HypothesisTests.jl,JuliaStats/HypothesisTests.jl,probabilistics,https://github.com/JuliaStats/HypothesisTests.jl,https://github.com/JuliaStats/HypothesisTests.jl,,2012-12-09 05:43:21,2021-06-23 13:29:37,2021-06-15 14:26:56,63.0,44.0,61.0,185,270.0,2021-05-03 11:06:53,0.10.4,,,14.0,Hypothesis tests for Julia.,42.0,15,False,1,,,
31,MLDatasets.jl,JuliaML/MLDatasets.jl,data-loading,https://github.com/JuliaML/MLDatasets.jl,https://github.com/JuliaML/MLDatasets.jl,MIT,2016-09-08 09:16:50,2021-07-31 09:31:00,2021-07-27 15:40:40,25.0,12.0,17.0,133,177.0,2021-07-27 15:03:01,0.5.9,9.0,0.0,17.0,Utility package for accessing common Machine Learning datasets in Julia.,13.0,15,True,2,,,
32,DiffEqBase.jl,SciML/DiffEqBase.jl,ml-frameworks,https://github.com/SciML/DiffEqBase.jl,https://github.com/SciML/DiffEqBase.jl,,2016-10-20 22:28:36,2021-08-02 00:48:31,2021-07-26 21:13:54,70.0,47.0,125.0,133,2316.0,2021-07-26 22:54:19,6.70.0,,,100.0,The lightweight Base library for shared types and functionality for defining differential equation and scientific..,66.0,15,False,2,,,
33,TensorFlow.jl,malmaud/TensorFlow.jl,ml-frameworks,https://github.com/malmaud/TensorFlow.jl,https://github.com/malmaud/TensorFlow.jl,,2015-11-17 18:50:55,2021-04-01 18:06:44,2020-12-11 20:13:12,107.0,71.0,173.0,835,1324.0,2019-03-27 18:18:07,0.12.0,,,27.0,A Julia wrapper for TensorFlow.,38.0,14,False,2,-1.0,,
34,Yao.jl,QuantumBFS/Yao.jl,ml-frameworks,https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl,,2018-04-13 13:47:02,2021-07-11 00:08:18,2021-07-10 09:55:19,71.0,24.0,116.0,574,516.0,2021-06-28 16:40:10,0.6.4,,,20.0,"Extensible, Efficient Quantum Algorithm Design for Humans.",11.0,14,False,2,,,
35,ScikitLearn.jl,cstjean/ScikitLearn.jl,ml-frameworks,https://github.com/cstjean/ScikitLearn.jl,https://github.com/cstjean/ScikitLearn.jl,,2016-02-28 17:06:55,2021-06-09 12:03:45,2021-06-09 12:03:44,61.0,25.0,51.0,451,486.0,2021-06-09 07:24:34,0.6.4,,,10.0,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/.,13.0,14,False,2,,,
36,Clustering.jl,JuliaStats/Clustering.jl,ml-frameworks,https://github.com/JuliaStats/Clustering.jl,https://github.com/JuliaStats/Clustering.jl,,2012-11-24 15:47:36,2021-07-20 07:41:07,2021-03-11 18:32:20,97.0,31.0,59.0,243,328.0,2020-10-18 12:18:16,0.14.2,,,19.0,A Julia package for data clustering.,46.0,14,False,2,,,
37,DecisionTree.jl,bensadeghi/DecisionTree.jl,ml-frameworks,https://github.com/bensadeghi/DecisionTree.jl,https://github.com/bensadeghi/DecisionTree.jl,,2013-01-14 01:29:53,2021-07-21 16:39:24,2020-09-17 07:02:13,76.0,28.0,41.0,236,448.0,2020-09-17 08:16:08,0.10.10,,,22.0,Julia implementation of Decision Tree (CART) and Random Forest algorithms.,22.0,14,False,2,,,
38,MultivariateStats.jl,JuliaStats/MultivariateStats.jl,probabilistics,https://github.com/JuliaStats/MultivariateStats.jl,https://github.com/JuliaStats/MultivariateStats.jl,,2014-03-12 21:59:49,2021-06-03 00:18:17,2021-06-01 03:06:06,57.0,30.0,53.0,233,157.0,2020-11-15 22:14:12,0.8.0,,,5.0,A Julia package for multivariate statistics and data analysis (e.g. dimension reduction).,26.0,14,False,2,,,
39,MeasureTheory.jl,cscherrer/MeasureTheory.jl,probabilistics,https://github.com/cscherrer/MeasureTheory.jl,https://github.com/cscherrer/MeasureTheory.jl,MIT,2020-01-11 19:44:00,2021-07-29 23:36:23,2021-07-23 20:48:18,15.0,25.0,10.0,205,307.0,2021-07-23 21:18:00,0.9.2,,,19.0,,9.0,14,False,2,,,
40,MLBase.jl,JuliaStats/MLBase.jl,ml-frameworks,https://github.com/JuliaStats/MLBase.jl,https://github.com/JuliaStats/MLBase.jl,MIT,2013-02-10 15:50:23,2020-02-08 15:53:11,2018-10-08 21:18:12,56.0,7.0,13.0,176,168.0,2018-08-31 05:41:36,0.8.0,,,3.0,A set of functions to support the development of machine learning algorithms.,16.0,14,False,2,,,
41,KernelFunctions.jl,JuliaGaussianProcesses/KernelFunctions.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,MIT,2019-05-24 13:53:47,2021-07-30 11:42:45,2021-07-30 11:15:29,16.0,48.0,72.0,131,637.0,2021-07-30 11:31:12,0.10.11,,,69.0,Julia package for kernel functions for machine learning.,17.0,14,True,2,,,
42,Enzyme.jl,wsmoses/Enzyme.jl,ml-frameworks,https://github.com/wsmoses/Enzyme.jl,https://github.com/wsmoses/Enzyme.jl,MIT,2019-09-06 20:06:06,2021-08-01 23:48:17,2021-08-01 23:48:17,11.0,22.0,24.0,108,160.0,2021-07-23 21:03:14,0.7.0,,,18.0,Julia bindings for the Enzyme automatic differentiator.,10.0,14,True,2,,,
43,NNlib.jl,FluxML/NNlib.jl,ml-frameworks,https://github.com/FluxML/NNlib.jl,https://github.com/FluxML/NNlib.jl,,2017-08-21 17:14:26,2021-07-31 23:21:29,2021-07-30 11:38:07,80.0,32.0,83.0,104,988.0,2021-07-30 12:25:51,0.7.26,,,50.0,Neural Network primitives with multiple backends.,68.0,14,False,2,,,
44,ReservoirComputing.jl,SciML/ReservoirComputing.jl,ml-frameworks,https://github.com/SciML/ReservoirComputing.jl,https://github.com/SciML/ReservoirComputing.jl,MIT,2020-01-16 14:21:10,2021-06-21 23:20:48,2021-06-21 23:06:46,14.0,8.0,6.0,75,313.0,2021-06-21 23:16:01,0.7.0,,,10.0,Reservoir computing utilities for scientific machine learning (SciML).,11.0,14,False,2,,,
45,TensorBoardLogger.jl,PhilipVinc/TensorBoardLogger.jl,ml-experiments,https://github.com/JuliaLogging/TensorBoardLogger.jl,https://github.com/JuliaLogging/TensorBoardLogger.jl,MIT,2019-01-27 21:15:07,2021-07-23 21:35:18,2021-07-23 21:35:18,20.0,12.0,23.0,70,176.0,2021-07-18 20:25:16,0.1.18,,,19.0,Easy peasy logging to TensorBoard with Julia.,20.0,14,False,1,,JuliaLogging/TensorBoardLogger.jl,
46,MLJTuning.jl,alan-turing-institute/MLJTuning.jl,hyperopt,https://github.com/JuliaAI/MLJTuning.jl,https://github.com/JuliaAI/MLJTuning.jl,MIT,2020-01-14 18:48:56,2021-08-02 01:33:52,2021-08-02 01:33:52,4.0,11.0,28.0,42,526.0,2021-07-28 05:02:52,0.6.10,,,34.0,Hyperparameter optimization algorithms for use in the MLJ machine learning framework.,11.0,14,False,1,,JuliaAI/MLJTuning.jl,
47,FluxTraining.jl,lorenzoh/FluxTraining.jl,ml-frameworks,https://github.com/FluxML/FluxTraining.jl,https://github.com/FluxML/FluxTraining.jl,MIT,2020-03-27 12:27:00,2021-07-26 19:09:28,2021-07-26 13:39:30,6.0,3.0,14.0,42,183.0,2021-07-26 19:09:28,0.2.1,,,6.0,A flexible neural net training library inspired by fast.ai.,6.0,14,False,2,,FluxML/FluxTraining.jl,
48,Mocha.jl,pluskid/Mocha.jl,ml-frameworks,https://github.com/pluskid/Mocha.jl,https://github.com/pluskid/Mocha.jl,,2014-10-25 00:31:21,2018-12-06 01:09:35,2018-12-06 01:09:34,256.0,35.0,119.0,1264,1069.0,,,,,,Deep Learning framework for Julia.,47.0,13,False,3,,,
49,Stheno.jl,willtebbutt/Stheno.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/Stheno.jl,https://github.com/JuliaGaussianProcesses/Stheno.jl,,2017-08-15 15:10:58,2021-07-24 00:32:52,2021-07-22 09:40:54,19.0,19.0,37.0,267,456.0,2021-07-21 18:52:11,0.7.12,,,45.0,Probabilistic Programming with Gaussian processes in Julia.,11.0,13,False,3,,JuliaGaussianProcesses/Stheno.jl,
50,XGBoost.jl,dmlc/XGBoost.jl,ml-frameworks,https://github.com/dmlc/XGBoost.jl,https://github.com/dmlc/XGBoost.jl,,2014-08-14 19:10:42,2021-02-09 18:08:19,2020-12-22 16:30:49,95.0,8.0,45.0,189,182.0,2020-12-22 16:36:19,1.1.1,,,7.0,XGBoost Julia Package.,22.0,13,False,3,-1.0,,
51,ArrayFire.jl,JuliaGPU/ArrayFire.jl,ml-frameworks,https://github.com/JuliaGPU/ArrayFire.jl,https://github.com/JuliaGPU/ArrayFire.jl,,2015-05-28 21:01:58,2020-11-18 16:52:26,2020-11-18 16:52:25,30.0,44.0,156.0,184,858.0,2020-09-25 07:25:28,1.0.7,,,11.0,Julia wrapper for the ArrayFire library.,33.0,13,False,3,,,
52,AutoGrad.jl,denizyuret/AutoGrad.jl,ml-frameworks,https://github.com/denizyuret/AutoGrad.jl,https://github.com/denizyuret/AutoGrad.jl,,2016-08-08 20:24:26,2021-07-22 15:49:06,2021-07-22 15:48:57,22.0,18.0,50.0,149,481.0,2020-12-26 22:17:41,1.2.4,,,20.0,Julia port of the Python autograd package.,16.0,13,False,3,,,
53,Merlin.jl,hshindo/Merlin.jl,ml-frameworks,https://github.com/hshindo/Merlin.jl,https://github.com/hshindo/Merlin.jl,MIT,2015-11-25 09:12:06,2019-11-25 10:44:17,2018-11-02 04:31:00,9.0,1.0,5.0,146,1454.0,2017-12-15 04:52:54,0.0.3,,,2.0,Deep Learning for Julia.,10.0,13,False,3,,,
54,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2021-08-02 12:13:40,2021-07-19 08:44:25,37.0,21.0,19.0,100,203.0,2021-07-12 20:06:40,0.6.4,,,13.0,A fast image augmentation library in Julia for machine learning.,5.0,13,False,3,,,
55,DataDeps.jl,oxinabox/DataDeps.jl,data-loading,https://github.com/oxinabox/DataDeps.jl,https://github.com/oxinabox/DataDeps.jl,,2017-10-18 01:23:10,2021-07-31 15:01:41,2021-07-10 15:15:50,33.0,25.0,48.0,95,355.0,2021-01-27 20:11:51,0.7.7,,,35.0,reproducible data setup for reproducible science.,25.0,13,False,2,,,
56,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-07-28 14:14:27,2021-06-10 13:15:04,24.0,9.0,69.0,91,432.0,2021-06-10 14:13:08,0.7.2,,,14.0,Julia package of loss functions for machine learning.,18.0,13,False,3,,,
57,Omega.jl,zenna/Omega.jl,probabilistics,https://github.com/zenna/Omega.jl,https://github.com/zenna/Omega.jl,MIT,2018-03-09 23:01:39,2021-07-27 02:22:55,2021-02-17 01:51:16,11.0,41.0,72.0,90,648.0,2019-06-24 21:56:14,0.1.1,,,2.0,"Causal, Higher-Order, Probabilistic Programming.",12.0,13,False,3,,,
58,Mads.jl,madsjulia/Mads.jl,ml-frameworks,https://github.com/madsjulia/Mads.jl,https://github.com/madsjulia/Mads.jl,,2016-01-26 14:19:09,2021-07-24 22:35:50,2021-07-24 22:35:45,19.0,,17.0,81,2237.0,2021-07-11 18:10:35,1.2.6,,,58.0,MADS: Model Analysis & Decision Support.,20.0,13,False,3,,,
59,ReadStat.jl,queryverse/ReadStat.jl,probabilistics,https://github.com/queryverse/ReadStat.jl,https://github.com/queryverse/ReadStat.jl,MIT,2013-12-01 21:59:46,2021-05-06 17:57:32,2021-05-06 17:50:00,15.0,7.0,21.0,67,170.0,2021-04-22 20:04:29,1.1.0,,,10.0,"Read files from Stata, SAS, and SPSS.",10.0,13,False,3,,,
60,TSML.jl,IBM/TSML.jl,ml-frameworks,https://github.com/IBM/TSML.jl,https://github.com/IBM/TSML.jl,MIT,2019-01-31 03:57:56,2021-05-08 02:21:01,2021-05-08 02:14:27,15.0,4.0,85.0,66,653.0,2021-03-29 23:02:45,2.7.0,,,40.0,"A package for time series data processing, classification, clustering, and prediction.",6.0,13,False,3,,,
61,DiffEqParamEstim.jl,SciML/DiffEqParamEstim.jl,ml-frameworks,https://github.com/SciML/DiffEqParamEstim.jl,https://github.com/SciML/DiffEqParamEstim.jl,,2016-10-28 11:33:04,2021-06-11 11:33:10,2021-06-11 10:36:39,21.0,15.0,54.0,34,524.0,2021-06-11 11:01:05,1.21.0,,,43.0,Easy scientific machine learning (SciML) parameter estimation with pre-built loss functions.,18.0,13,False,3,,,
62,Fairness.jl,ashryaagr/Fairness.jl,interpretability,https://github.com/ashryaagr/Fairness.jl,https://github.com/ashryaagr/Fairness.jl,MIT,2020-05-21 18:10:23,2021-07-27 12:07:58,2021-07-27 12:01:12,11.0,7.0,2.0,23,146.0,2021-06-28 14:18:21,0.3.2,,,8.0,Julia Toolkit with fairness metrics and bias mitigation algorithms.,9.0,13,False,1,,,
63,DataAugmentation.jl,lorenzoh/DataAugmentation.jl,data-loading,https://github.com/lorenzoh/DataAugmentation.jl,https://github.com/lorenzoh/DataAugmentation.jl,MIT,2020-03-27 13:44:36,2021-07-17 20:52:49,2021-07-14 09:48:31,4.0,1.0,3.0,6,199.0,2021-07-14 11:01:53,0.2.4,,,14.0,Flexible data augmentation library for machine and deep learning.,4.0,13,False,2,,,
64,Mamba.jl,brian-j-smith/Mamba.jl,ml-frameworks,https://github.com/brian-j-smith/Mamba.jl,https://github.com/brian-j-smith/Mamba.jl,,2014-06-15 14:21:04,2020-08-26 12:36:20,2020-08-26 00:01:31,47.0,39.0,74.0,236,1057.0,2020-04-04 19:02:55,0.12.4,,,51.0,Markov chain Monte Carlo (MCMC) for Bayesian analysis in julia.,13.0,12,False,3,,,
65,Reinforce.jl,JuliaML/Reinforce.jl,ml-frameworks,https://github.com/JuliaML/Reinforce.jl,https://github.com/JuliaML/Reinforce.jl,,2016-07-25 13:34:25,2021-07-29 02:20:52,2021-07-29 02:20:48,36.0,9.0,14.0,186,141.0,2020-11-17 10:26:40,0.4.0,,,5.0,"Abstractions, algorithms, and utilities for reinforcement learning in Julia.",16.0,12,False,3,,,
66,KernelDensity.jl,JuliaStats/KernelDensity.jl,probabilistics,https://github.com/JuliaStats/KernelDensity.jl,https://github.com/JuliaStats/KernelDensity.jl,,2014-04-13 19:14:58,2021-05-03 05:18:10,2021-05-03 04:50:14,29.0,20.0,37.0,107,116.0,2021-05-03 05:18:10,0.6.3,,,10.0,Kernel density estimators for Julia.,21.0,12,False,3,,,
67,Yota.jl,dfdx/Yota.jl,ml-frameworks,https://github.com/dfdx/Yota.jl,https://github.com/dfdx/Yota.jl,MIT,2018-07-14 22:04:47,2021-08-01 23:05:22,2021-07-11 23:00:27,8.0,7.0,38.0,105,,2021-07-12 17:46:23,0.6.0,,,15.0,Reverse-mode automatic differentiation in Julia.,8.0,12,True,3,-2.0,,
