,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending
12,Zygote.jl,FluxML/Zygote.jl,ml-frameworks,https://github.com/FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,,2018-08-06 22:08:26,2021-02-21 23:10:43,2021-02-21 22:32:59,126.0,267.0,243.0,913,1658,2021-02-01 15:37:17,0.6.3,,,51.0,Intimate Affection Auditor.,,,69.0,16,False,2,
13,Images.jl,JuliaImages/Images.jl,image,https://github.com/JuliaImages/Images.jl,https://github.com/JuliaImages/Images.jl,,2012-12-05 14:43:16,2021-01-23 01:28:45,2021-01-14 16:18:31,125.0,66.0,441.0,430,1465,2020-12-26 03:49:26,0.23.3,,,43.0,An image library for Julia.,,,85.0,16,False,1,
14,ModelingToolkit.jl,SciML/ModelingToolkit.jl,ml-frameworks,https://github.com/SciML/ModelingToolkit.jl,https://github.com/SciML/ModelingToolkit.jl,,2018-02-27 01:36:26,2021-02-22 04:22:31,2021-02-19 17:17:23,59.0,130.0,234.0,426,1844,2021-02-19 17:31:07,5.6.4,,,100.0,A modeling framework for automatically parallelized scientific machine learning (SciML) in Julia. A computer algebra..,,,42.0,16,False,2,
15,OrdinaryDiffEq.jl,SciML/OrdinaryDiffEq.jl,ml-frameworks,https://github.com/SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl,,2016-10-22 16:27:51,2021-02-22 03:21:05,2021-02-22 02:58:56,95.0,207.0,294.0,184,4882,2021-02-22 03:21:05,5.51.0,,,100.0,"High performance differential equation solvers for ordinary differential equations, including neural ordinary..",,,68.0,16,False,2,
16,Transformers.jl,chengchingwen/Transformers.jl,nlp,https://github.com/chengchingwen/Transformers.jl,https://github.com/chengchingwen/Transformers.jl,MIT,2018-12-27 06:24:53,2021-02-18 11:23:16,2021-01-06 04:05:43,22.0,4.0,11.0,162,458,2020-10-01 12:25:05,0.1.7,,,4.0,Julia Implementation of Transformer models.,,,6.0,16,True,1,
17,TensorFlow.jl,malmaud/TensorFlow.jl,ml-frameworks,https://github.com/malmaud/TensorFlow.jl,https://github.com/malmaud/TensorFlow.jl,,2015-11-17 18:50:55,2020-12-11 20:13:13,2020-12-11 20:13:12,101.0,70.0,173.0,821,1324,2019-03-27 18:18:07,0.12.0,,,27.0,A Julia wrapper for TensorFlow.,,,38.0,15,False,2,
18,GLM.jl,JuliaStats/GLM.jl,probabilistics,https://github.com/JuliaStats/GLM.jl,https://github.com/JuliaStats/GLM.jl,,2012-05-30 03:30:46,2021-02-22 09:57:40,2021-02-21 18:00:58,84.0,57.0,148.0,347,422,2020-10-15 21:11:46,1.3.11,,,26.0,Generalized linear models in Julia.,,,39.0,15,False,2,
19,NeuralPDE.jl,SciML/NeuralPDE.jl,ml-frameworks,https://github.com/SciML/NeuralPDE.jl,https://github.com/SciML/NeuralPDE.jl,,2017-03-14 20:53:14,2021-02-22 00:27:35,2021-02-21 23:49:47,57.0,40.0,54.0,286,821,2021-02-22 00:11:32,3.8.0,,,30.0,Physics-Informed Neural Networks (PINN) and Deep BSDE Solvers of Differential Equations for Scientific Machine..,,,23.0,15,False,2,
20,Distances.jl,JuliaStats/Distances.jl,ml-frameworks,https://github.com/JuliaStats/Distances.jl,https://github.com/JuliaStats/Distances.jl,,2014-08-26 04:25:09,2021-01-29 15:58:31,2021-01-29 15:30:07,73.0,25.0,69.0,249,156,2021-01-29 15:58:31,0.10.2,,,19.0,A Julia package for evaluating distances (metrics) between vectors.,,,34.0,15,False,2,
21,Clustering.jl,JuliaStats/Clustering.jl,ml-frameworks,https://github.com/JuliaStats/Clustering.jl,https://github.com/JuliaStats/Clustering.jl,,2012-11-24 15:47:36,2021-02-22 09:52:34,2020-10-18 11:26:43,90.0,30.0,55.0,222,321,2020-10-18 12:18:16,0.14.2,,,19.0,A Julia package for data clustering.,,,46.0,15,False,2,
22,AutoMLPipeline.jl,IBM/AutoMLPipeline.jl,ml-frameworks,https://github.com/IBM/AutoMLPipeline.jl,https://github.com/IBM/AutoMLPipeline.jl,MIT,2020-02-25 15:46:12,2021-02-12 01:24:35,2021-02-11 22:26:03,19.0,17.0,44.0,221,353,2021-02-11 19:13:14,0.2.3,,,22.0,A package that makes it trivial to create and evaluate machine learning pipeline architectures.,,,4.0,15,True,2,
23,MultivariateStats.jl,JuliaStats/MultivariateStats.jl,probabilistics,https://github.com/JuliaStats/MultivariateStats.jl,https://github.com/JuliaStats/MultivariateStats.jl,,2014-03-12 21:59:49,2021-02-22 10:07:05,2020-12-09 19:03:32,56.0,27.0,49.0,211,150,2020-11-15 22:14:12,0.8.0,,,5.0,A Julia package for multivariate statistics and data analysis (e.g. dimension reduction).,,,25.0,15,False,2,
24,GaussianProcesses.jl,STOR-i/GaussianProcesses.jl,probabilistics,https://github.com/STOR-i/GaussianProcesses.jl,https://github.com/STOR-i/GaussianProcesses.jl,,2015-04-30 14:46:12,2021-02-14 13:33:44,2020-12-23 13:10:33,38.0,19.0,90.0,210,1031,2020-11-30 00:50:47,0.12.3,,,6.0,A Julia package for Gaussian Processes.,,,25.0,15,False,2,
25,XGBoost.jl,dmlc/XGBoost.jl,ml-frameworks,https://github.com/dmlc/XGBoost.jl,https://github.com/dmlc/XGBoost.jl,,2014-08-14 19:10:42,2021-02-09 18:08:19,2020-12-22 16:30:49,91.0,8.0,44.0,178,182,2020-12-22 16:36:19,1.1.1,,,7.0,XGBoost Julia Package.,,,22.0,15,False,2,
26,GeometricFlux.jl,yuehhua/GeometricFlux.jl,ml-frameworks,https://github.com/yuehhua/GeometricFlux.jl,https://github.com/yuehhua/GeometricFlux.jl,MIT,2019-04-04 12:18:22,2021-02-22 07:20:48,2021-02-19 02:27:24,15.0,19.0,21.0,167,574,2020-12-09 23:27:34,0.7.5,,,18.0,Geometric Deep Learning for Flux.,,,9.0,15,True,2,
27,HypothesisTests.jl,JuliaStats/HypothesisTests.jl,probabilistics,https://github.com/JuliaStats/HypothesisTests.jl,https://github.com/JuliaStats/HypothesisTests.jl,,2012-12-09 05:43:21,2021-02-16 22:34:08,2020-11-07 14:44:16,60.0,36.0,60.0,162,256,2020-11-07 16:08:06,0.10.2,,,12.0,Hypothesis tests for Julia.,,,40.0,15,False,2,1.0
28,MLDatasets.jl,JuliaML/MLDatasets.jl,data-loading,https://github.com/JuliaML/MLDatasets.jl,https://github.com/JuliaML/MLDatasets.jl,MIT,2016-09-08 09:16:50,2021-02-09 09:14:30,2021-02-09 09:00:27,24.0,10.0,11.0,118,149,2021-02-09 09:14:31,0.5.5,,,12.0,Utility package for accessing common Machine Learning datasets in Julia.,,,13.0,15,True,2,
29,DiffEqBase.jl,SciML/DiffEqBase.jl,ml-frameworks,https://github.com/SciML/DiffEqBase.jl,https://github.com/SciML/DiffEqBase.jl,,2016-10-20 22:28:36,2021-02-21 13:19:06,2021-02-21 13:18:56,65.0,46.0,116.0,101,2219,2021-02-08 20:24:11,6.57.5,,,100.0,The lightweight Base library for shared types and functionality for defining differential equation and scientific..,,,64.0,15,False,2,
30,ADCME.jl,kailaix/ADCME.jl,ml-frameworks,https://github.com/kailaix/ADCME.jl,https://github.com/kailaix/ADCME.jl,MIT,2019-06-02 16:12:38,2021-02-19 23:52:26,2021-02-19 23:45:18,24.0,11.0,22.0,99,1015,2021-01-06 06:53:29,0.6.7,93.0,5.0,46.0,Automatic Differentiation Library for Computational and Mathematical Engineering.,,,4.0,15,False,2,
31,ScikitLearn.jl,cstjean/ScikitLearn.jl,ml-frameworks,https://github.com/cstjean/ScikitLearn.jl,https://github.com/cstjean/ScikitLearn.jl,,2016-02-28 17:06:55,2020-12-04 19:10:52,2020-12-04 16:44:29,55.0,23.0,51.0,413,466,2020-12-04 19:10:52,0.6.3,,,9.0,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/.,,,11.0,14,False,2,
32,DecisionTree.jl,bensadeghi/DecisionTree.jl,ml-frameworks,https://github.com/bensadeghi/DecisionTree.jl,https://github.com/bensadeghi/DecisionTree.jl,,2013-01-14 01:29:53,2020-09-17 08:16:07,2020-09-17 07:02:13,72.0,27.0,39.0,224,448,2020-09-17 08:16:08,0.10.10,,,22.0,Julia implementation of Decision Tree (CART) and Random Forest algorithms.,,,22.0,14,False,2,
33,Metalhead.jl,FluxML/Metalhead.jl,image,https://github.com/FluxML/Metalhead.jl,https://github.com/FluxML/Metalhead.jl,,2018-02-15 21:37:03,2021-02-18 11:05:23,2021-01-25 20:08:18,39.0,18.0,17.0,184,123,2020-08-10 13:46:26,0.5.1,9341.0,259.0,9.0,Computer vision models for Flux.,,,18.0,14,False,3,
34,ArrayFire.jl,JuliaGPU/ArrayFire.jl,ml-frameworks,https://github.com/JuliaGPU/ArrayFire.jl,https://github.com/JuliaGPU/ArrayFire.jl,,2015-05-28 21:01:58,2020-11-18 16:52:26,2020-11-18 16:52:25,28.0,43.0,156.0,179,858,2020-09-25 07:25:28,1.0.7,,,11.0,Julia wrapper for the ArrayFire library.,,,29.0,14,False,2,
35,MLBase.jl,JuliaStats/MLBase.jl,ml-frameworks,https://github.com/JuliaStats/MLBase.jl,https://github.com/JuliaStats/MLBase.jl,MIT,2013-02-10 15:50:23,2020-02-08 15:53:11,2018-10-08 21:18:12,52.0,7.0,13.0,171,168,2018-08-31 05:41:36,0.8.0,,,3.0,A set of functions to support the development of machine learning algorithms.,,,16.0,14,False,2,
36,KernelFunctions.jl,JuliaGaussianProcesses/KernelFunctions.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,MIT,2019-05-24 13:53:47,2021-02-15 12:41:55,2021-02-15 10:05:36,9.0,36.0,55.0,92,587,2021-02-15 10:20:59,0.8.24,,,47.0,Julia package for kernel functions for machine learning.,,,12.0,14,False,2,
37,NNlib.jl,FluxML/NNlib.jl,ml-frameworks,https://github.com/FluxML/NNlib.jl,https://github.com/FluxML/NNlib.jl,,2017-08-21 17:14:26,2021-02-22 07:03:04,2021-02-18 21:31:37,80.0,35.0,66.0,91,720,2021-02-06 18:17:03,0.7.14,,,38.0,Neural Network primitives with multiple backends.,,,61.0,14,False,2,
38,ForneyLab.jl,biaslab/ForneyLab.jl,ml-frameworks,https://github.com/biaslab/ForneyLab.jl,https://github.com/biaslab/ForneyLab.jl,,2018-06-27 09:12:26,2021-02-18 11:24:14,2021-02-18 11:12:21,25.0,17.0,39.0,85,2069,2020-10-22 16:51:36,0.11.2,,,7.0,Julia package for automatically generating Bayesian inference algorithms through message passing on Forney-style..,,,19.0,14,False,2,
39,DataDeps.jl,oxinabox/DataDeps.jl,data-loading,https://github.com/oxinabox/DataDeps.jl,https://github.com/oxinabox/DataDeps.jl,,2017-10-18 01:23:10,2021-01-27 20:11:51,2021-01-27 19:46:04,27.0,21.0,44.0,85,354,2021-01-27 20:11:51,0.7.7,,,35.0,reproducible data setup for reproducible science.,,,25.0,14,False,3,
40,Yota.jl,dfdx/Yota.jl,ml-frameworks,https://github.com/dfdx/Yota.jl,https://github.com/dfdx/Yota.jl,MIT,2018-07-14 22:04:47,2021-02-20 15:18:40,2021-01-23 15:52:39,9.0,11.0,27.0,82,243,2021-01-23 18:33:54,0.4.4,,,13.0,Reverse-mode automatic differentiation in Julia.,,,8.0,14,False,2,
41,UMAP.jl,dillondaudert/UMAP.jl,ml-frameworks,https://github.com/dillondaudert/UMAP.jl,https://github.com/dillondaudert/UMAP.jl,MIT,2018-09-13 19:59:15,2021-01-06 00:18:48,2021-01-06 00:18:48,9.0,6.0,9.0,72,233,2020-10-13 15:14:54,0.1.8,,,9.0,Uniform Manifold Approximation and Projection (UMAP) implementation in Julia.,,,6.0,14,False,2,
42,TensorBoardLogger.jl,PhilipVinc/TensorBoardLogger.jl,ml-experiments,https://github.com/PhilipVinc/TensorBoardLogger.jl,https://github.com/PhilipVinc/TensorBoardLogger.jl,MIT,2019-01-27 21:15:07,2021-02-03 11:23:33,2021-02-03 11:20:32,15.0,11.0,20.0,64,156,2021-02-03 11:21:13,0.1.14,,,15.0,Easy peasy logging to TensorBoard with Julia.,,,15.0,14,False,1,
43,ReservoirComputing.jl,SciML/ReservoirComputing.jl,ml-frameworks,https://github.com/SciML/ReservoirComputing.jl,https://github.com/SciML/ReservoirComputing.jl,MIT,2020-01-16 14:21:10,2021-02-01 01:36:43,2021-02-01 01:31:48,9.0,4.0,2.0,56,275,2020-10-08 03:12:54,0.6.1,,,8.0,Reservoir computing utilities for scientific machine learning (SciML).,,,10.0,14,False,2,
44,TSML.jl,IBM/TSML.jl,ml-frameworks,https://github.com/IBM/TSML.jl,https://github.com/IBM/TSML.jl,MIT,2019-01-31 03:57:56,2021-02-12 05:09:26,2021-02-12 01:12:49,16.0,6.0,82.0,54,637,2021-02-12 02:31:33,2.6.3,,,39.0,"A package for time series data processing, classification, clustering, and prediction.",,,6.0,14,False,2,
45,Mocha.jl,pluskid/Mocha.jl,ml-frameworks,https://github.com/pluskid/Mocha.jl,https://github.com/pluskid/Mocha.jl,,2014-10-25 00:31:21,2018-12-06 01:09:35,2018-12-06 01:09:34,252.0,34.0,119.0,1259,1069,,,,,,Deep Learning framework for Julia.,,,47.0,13,False,3,
46,Yao.jl,QuantumBFS/Yao.jl,ml-frameworks,https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl,,2018-04-13 13:47:02,2021-01-08 18:12:38,2021-01-08 18:09:09,55.0,21.0,111.0,496,498,2020-06-08 07:07:09,0.6.3,,,19.0,"Extensible, Efficient Quantum Algorithm Design for Humans.",,,10.0,13,False,3,
47,Stheno.jl,willtebbutt/Stheno.jl,ml-frameworks,https://github.com/willtebbutt/Stheno.jl,https://github.com/willtebbutt/Stheno.jl,,2017-08-15 15:10:58,2021-01-27 11:02:45,2021-01-27 09:50:51,15.0,16.0,33.0,231,426,2021-01-27 11:02:45,0.6.20,,,32.0,Probabilistic Programming with Gaussian processes in Julia.,,,11.0,13,False,3,
48,ReinforcementLearning.jl,JuliaReinforcementLearning/ReinforcementLearning.jl,ml-frameworks,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,,2018-06-07 11:54:45,2021-02-22 02:36:22,2021-02-22 02:36:22,16.0,40.0,94.0,188,184,2021-01-26 00:58:41,0.8.0,,,11.0,A reinforcement learning package for Julia.,,,10.0,13,False,3,
49,Reinforce.jl,JuliaML/Reinforce.jl,ml-frameworks,https://github.com/JuliaML/Reinforce.jl,https://github.com/JuliaML/Reinforce.jl,,2016-07-25 13:34:25,2021-01-30 19:30:00,2021-01-30 19:29:59,31.0,8.0,14.0,175,139,2020-11-17 10:26:40,0.4.0,,,5.0,"Abstractions, algorithms, and utilities for reinforcement learning in Julia.",,,16.0,13,False,3,
50,Merlin.jl,hshindo/Merlin.jl,ml-frameworks,https://github.com/hshindo/Merlin.jl,https://github.com/hshindo/Merlin.jl,MIT,2015-11-25 09:12:06,2019-11-25 10:44:17,2018-11-02 04:31:00,9.0,1.0,5.0,148,1454,2017-12-15 04:52:54,0.0.3,,,2.0,Deep Learning for Julia.,,,10.0,13,False,3,
51,AutoGrad.jl,denizyuret/AutoGrad.jl,ml-frameworks,https://github.com/denizyuret/AutoGrad.jl,https://github.com/denizyuret/AutoGrad.jl,,2016-08-08 20:24:26,2021-02-06 12:02:48,2021-02-06 12:02:43,22.0,18.0,49.0,146,480,2020-12-26 22:17:41,1.2.4,,,20.0,Julia port of the Python autograd package.,,,16.0,13,False,3,
52,KernelDensity.jl,JuliaStats/KernelDensity.jl,probabilistics,https://github.com/JuliaStats/KernelDensity.jl,https://github.com/JuliaStats/KernelDensity.jl,,2014-04-13 19:14:58,2021-01-06 15:21:02,2020-10-31 07:45:25,28.0,19.0,34.0,92,110,2020-10-31 09:07:10,0.6.2,,,9.0,Kernel density estimators for Julia.,,,21.0,13,False,3,
53,Enzyme.jl,wsmoses/Enzyme.jl,ml-frameworks,https://github.com/wsmoses/Enzyme.jl,https://github.com/wsmoses/Enzyme.jl,MIT,2019-09-06 20:06:06,2021-02-22 06:30:45,2021-02-21 22:54:52,7.0,16.0,7.0,85,86,2021-02-13 05:09:45,0.3.2,,,6.0,Julia bindings for the Enzyme automatic differentiator.,,,7.0,13,False,3,
54,Mads.jl,madsjulia/Mads.jl,ml-frameworks,https://github.com/madsjulia/Mads.jl,https://github.com/madsjulia/Mads.jl,,2016-01-26 14:19:09,2021-02-15 19:02:48,2021-02-15 19:02:41,18.0,,17.0,71,2165,2021-02-10 22:09:23,1.0.8,,,48.0,MADS: Model Analysis & Decision Support.,,,19.0,13,False,3,
55,GaussianMixtures.jl,davidavdav/GaussianMixtures.jl,probabilistics,https://github.com/davidavdav/GaussianMixtures.jl,https://github.com/davidavdav/GaussianMixtures.jl,,2013-12-04 12:10:37,2021-02-15 00:26:42,2021-01-05 10:57:43,24.0,7.0,23.0,57,413,2021-01-05 11:52:22,0.3.4,,,5.0,Large scale Gaussian Mixture Models.,,,20.0,13,False,3,
56,MLJTuning.jl,alan-turing-institute/MLJTuning.jl,hyperopt,https://github.com/alan-turing-institute/MLJTuning.jl,https://github.com/alan-turing-institute/MLJTuning.jl,MIT,2020-01-14 18:48:56,2021-02-19 05:24:53,2021-02-19 04:55:18,2.0,7.0,24.0,32,474,2021-02-19 05:24:53,0.6.2,,,26.0,Hyperparameter optimization algorithms for use in the MLJ machine learning framework.,,,9.0,13,False,1,
57,Mamba.jl,brian-j-smith/Mamba.jl,ml-frameworks,https://github.com/brian-j-smith/Mamba.jl,https://github.com/brian-j-smith/Mamba.jl,,2014-06-15 14:21:04,2020-08-26 12:36:20,2020-08-26 00:01:31,45.0,39.0,74.0,233,1057,2020-04-04 19:02:55,0.12.4,,,51.0,Markov chain Monte Carlo (MCMC) for Bayesian analysis in julia.,,,13.0,12,False,3,
58,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2020-11-28 00:38:09,2020-11-18 11:17:27,29.0,20.0,16.0,97,191,2020-09-17 17:04:26,0.6.2,,,11.0,A fast image augmentation library in Julia for machine learning.,,,3.0,12,False,3,
59,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-02-11 11:42:27,2020-06-01 17:39:24,24.0,7.0,66.0,89,423,2020-05-05 16:02:53,0.6.2,,,11.0,Julia package of loss functions for machine learning.,,,17.0,12,False,3,
60,JuliaML/MLDataUtils.jl,JuliaML/MLDataUtils.jl,data-loading,https://github.com/JuliaML/MLDataUtils.jl,https://github.com/JuliaML/MLDataUtils.jl,,2016-02-12 21:17:27,2021-02-12 01:33:16,2021-02-12 01:04:25,16.0,11.0,22.0,76,182,2021-02-12 01:33:17,0.5.3,,,8.0,"Utility package for generating, loading, splitting, and processing Machine Learning datasets.",,,15.0,12,False,3,
61,GLMNet.jl,JuliaStats/GLMNet.jl,probabilistics,https://github.com/JuliaStats/GLMNet.jl,https://github.com/JuliaStats/GLMNet.jl,,2013-11-19 04:41:43,2020-12-30 17:20:55,2020-12-30 17:20:53,23.0,5.0,20.0,70,102,2020-12-07 21:42:10,0.6.1,,,10.0,Julia wrapper for fitting Lasso/ElasticNet GLM models using glmnet.,,,13.0,12,False,3,
62,NMF.jl,JuliaStats/NMF.jl,ml-frameworks,https://github.com/JuliaStats/NMF.jl,https://github.com/JuliaStats/NMF.jl,,2014-02-08 15:25:09,2021-02-19 01:03:40,2021-02-17 00:54:53,29.0,9.0,16.0,69,79,2020-11-11 00:10:37,0.5.0,,,5.0,A Julia package for non-negative matrix factorization.,,,12.0,12,False,3,
63,ReadStat.jl,queryverse/ReadStat.jl,probabilistics,https://github.com/queryverse/ReadStat.jl,https://github.com/queryverse/ReadStat.jl,MIT,2013-12-01 21:59:46,2020-08-22 04:38:03,2020-08-22 04:36:49,13.0,7.0,20.0,64,159,2020-01-06 19:03:32,1.0.2,,,9.0,"Read files from Stata, SAS, and SPSS.",,,9.0,12,False,3,
64,JLBoost.jl,xiaodaigh/JLBoost.jl,ml-frameworks,https://github.com/xiaodaigh/JLBoost.jl,https://github.com/xiaodaigh/JLBoost.jl,MIT,2018-09-27 06:29:18,2020-11-28 11:08:40,2020-11-28 10:01:16,2.0,13.0,8.0,60,159,2020-11-28 11:08:40,0.1.16,,,17.0,A 100%-Julia implementation of Gradient-Boosting Regression Tree algorithms.,,,4.0,12,False,3,
65,WordTokenizers.jl,JuliaText/WordTokenizers.jl,nlp,https://github.com/JuliaText/WordTokenizers.jl,https://github.com/JuliaText/WordTokenizers.jl,,2018-04-10 12:29:17,2021-01-17 10:00:45,2021-01-17 10:00:44,21.0,5.0,10.0,58,258,2020-08-27 12:17:05,0.5.6,,,13.0,High performance tokenizers for natural language processing and other related tasks.,,,17.0,12,False,2,1.0
66,bat,bat/bat,ml-frameworks,https://github.com/bat/bat,https://github.com/bat/bat,,2014-03-17 15:00:24,2020-11-17 18:58:37,2020-11-17 18:58:36,32.0,41.0,169.0,55,795,2018-05-18 21:05:57,1.0.0,5097.0,63.0,9.0,Bayesian analysis toolkit http://mpp.mpg.de/bat.,,,14.0,12,False,3,
67,Loess.jl,JuliaStats/Loess.jl,ml-frameworks,https://github.com/JuliaStats/Loess.jl,https://github.com/JuliaStats/Loess.jl,,2013-09-14 00:00:30,2021-01-20 10:13:10,2021-01-20 10:13:09,20.0,5.0,14.0,43,77,2020-12-15 09:17:05,0.5.3,,,7.0,"Local regression, so smooooth!.",,,23.0,12,False,3,
68,AdaGram.jl,sbos/AdaGram.jl,nlp,https://github.com/sbos/AdaGram.jl,https://github.com/sbos/AdaGram.jl,MIT,2015-03-01 19:58:59,2019-11-20 03:48:04,2019-11-20 03:39:12,37.0,14.0,18.0,157,116,,,,,,Adaptive Skip-gram implementation in Julia.,,,8.0,11,False,2,
69,ManifoldLearning.jl,wildart/ManifoldLearning.jl,ml-frameworks,https://github.com/wildart/ManifoldLearning.jl,https://github.com/wildart/ManifoldLearning.jl,,2014-07-19 03:30:31,2021-02-10 01:33:10,2021-02-10 00:52:15,15.0,,15.0,56,42,2021-02-10 01:33:10,0.6.2,,,4.0,A Julia package for manifold learning and nonlinear dimensionality reduction.,,,3.0,11,False,3,
