,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id,new_addition
10,Zygote.jl,FluxML/Zygote.jl,ml-frameworks,https://github.com/FluxML/Zygote.jl,https://github.com/FluxML/Zygote.jl,,2018-08-06 22:08:26,2021-11-15 07:21:05,2021-11-07 21:15:36,152.0,291.0,327.0,1096,2040.0,2021-11-07 21:37:37,0.6.30,,,78.0,Intimate Affection Auditor.,81.0,17,False,2,,,
11,Metalhead.jl,FluxML/Metalhead.jl,image,https://github.com/FluxML/Metalhead.jl,https://github.com/FluxML/Metalhead.jl,,2018-02-15 21:37:03,2021-10-18 01:43:53,2021-10-18 01:38:46,44.0,7.0,37.0,231,225.0,2021-10-17 16:16:57,0.6.0,12515.0,278.0,11.0,Computer vision models for Flux.,28.0,17,False,1,2.0,,
12,MLJBase.jl,alan-turing-institute/MLJBase.jl,ml-frameworks,https://github.com/JuliaAI/MLJBase.jl,https://github.com/JuliaAI/MLJBase.jl,MIT,2018-12-11 14:42:03,2021-11-14 02:20:45,2021-11-14 00:49:53,30.0,37.0,193.0,87,1740.0,2021-11-14 02:20:45,0.18.25,,,100.0,Core functionality for the MLJ machine learning framework.,29.0,17,False,2,,JuliaAI/MLJBase.jl,
13,ModelingToolkit.jl,SciML/ModelingToolkit.jl,ml-frameworks,https://github.com/SciML/ModelingToolkit.jl,https://github.com/SciML/ModelingToolkit.jl,,2018-02-27 01:36:26,2021-11-15 06:29:16,2021-11-13 05:03:06,111.0,175.0,419.0,880,2769.0,2021-11-13 05:20:42,7.1.1,,,100.0,A modeling framework for automatically parallelized scientific machine learning (SciML) in Julia. A computer algebra..,72.0,16,False,2,,,
14,NeuralPDE.jl,SciML/NeuralPDE.jl,ml-frameworks,https://github.com/SciML/NeuralPDE.jl,https://github.com/SciML/NeuralPDE.jl,,2017-03-14 20:53:14,2021-11-15 09:13:57,2021-11-10 15:45:28,96.0,69.0,109.0,483,1311.0,2021-10-31 15:13:57,4.0.1,,,43.0,Physics-Informed Neural Networks (PINN) and Deep BSDE Solvers of Differential Equations for Scientific Machine..,31.0,16,False,2,,,
15,FastAI.jl,FluxML/FastAI.jl,ml-frameworks,https://github.com/FluxML/FastAI.jl,https://github.com/FluxML/FastAI.jl,MIT,2020-05-20 23:06:49,2021-10-26 16:42:43,2021-10-26 16:26:10,35.0,9.0,23.0,410,236.0,2021-09-21 01:02:17,0.2.0,,,2.0,"Repository of best practices for deep learning in Julia, inspired by fastai.",13.0,16,True,2,4.0,,
16,ReinforcementLearning.jl,JuliaReinforcementLearning/ReinforcementLearning.jl,ml-frameworks,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearning.jl,,2018-06-07 11:54:45,2021-11-08 06:59:40,2021-11-08 06:59:40,54.0,35.0,182.0,301,1198.0,2021-10-08 12:20:49,0.10.0,36.0,0.0,13.0,A reinforcement learning package for Julia.,40.0,16,False,2,,,
17,OrdinaryDiffEq.jl,SciML/OrdinaryDiffEq.jl,ml-frameworks,https://github.com/SciML/OrdinaryDiffEq.jl,https://github.com/SciML/OrdinaryDiffEq.jl,,2016-10-22 16:27:51,2021-11-10 18:47:19,2021-11-07 14:05:50,117.0,234.0,341.0,286,5322.0,2021-11-10 18:47:19,5.61.3,,,100.0,"High performance differential equation solvers for ordinary differential equations, including neural ordinary..",84.0,16,False,2,,,
18,MeasureTheory.jl,cscherrer/MeasureTheory.jl,probabilistics,https://github.com/cscherrer/MeasureTheory.jl,https://github.com/cscherrer/MeasureTheory.jl,MIT,2020-01-11 19:44:00,2021-11-15 00:06:00,2021-11-09 22:06:23,24.0,39.0,17.0,268,339.0,2021-11-08 14:56:20,0.13.2,,,33.0,Distributions that might not add to one.,12.0,16,True,1,2.0,,
19,GeometricFlux.jl,yuehhua/GeometricFlux.jl,ml-frameworks,https://github.com/FluxML/GeometricFlux.jl,https://github.com/FluxML/GeometricFlux.jl,MIT,2019-04-04 12:18:22,2021-11-12 18:21:20,2021-09-24 05:15:14,23.0,51.0,37.0,251,685.0,2021-08-14 16:52:02,0.7.7,,,20.0,Geometric Deep Learning for Flux.,13.0,16,True,2,,FluxML/GeometricFlux.jl,
20,Transformers.jl,chengchingwen/Transformers.jl,nlp,https://github.com/chengchingwen/Transformers.jl,https://github.com/chengchingwen/Transformers.jl,MIT,2018-12-27 06:24:53,2021-11-13 14:33:58,2021-11-13 14:28:20,39.0,9.0,25.0,248,499.0,2021-09-04 06:42:56,0.1.14,,,11.0,Julia Implementation of Transformer models.,11.0,16,True,1,,,
21,DFTK.jl/,JuliaMolSim/DFTK.jl/,ml-frameworks,https://github.com/JuliaMolSim/DFTK.jl,https://github.com/JuliaMolSim/DFTK.jl,MIT,2019-04-16 17:15:53,2021-11-12 18:28:49,2021-11-10 08:15:38,38.0,54.0,108.0,209,901.0,2021-11-10 08:56:03,0.4.1,,,47.0,Density-functional toolkit.,,16,True,2,,,
22,MLBase.jl,JuliaStats/MLBase.jl,ml-frameworks,https://github.com/JuliaStats/MLBase.jl,https://github.com/JuliaStats/MLBase.jl,MIT,2013-02-10 15:50:23,2021-09-17 21:54:08,2021-09-17 21:23:02,57.0,7.0,14.0,178,169.0,2021-09-17 21:54:08,0.9.0,,,4.0,A set of functions to support the development of machine learning algorithms.,17.0,16,True,2,2.0,,
23,ADCME.jl,kailaix/ADCME.jl,ml-frameworks,https://github.com/kailaix/ADCME.jl,https://github.com/kailaix/ADCME.jl,MIT,2019-06-02 16:12:38,2021-09-09 15:35:28,2021-09-09 15:29:08,45.0,15.0,25.0,176,1109.0,2021-05-21 23:52:59,0.7.3,113.0,4.0,49.0,Automatic Differentiation Library for Computational and Mathematical Engineering.,4.0,16,True,2,,,
24,DiffEqBase.jl,SciML/DiffEqBase.jl,ml-frameworks,https://github.com/SciML/DiffEqBase.jl,https://github.com/SciML/DiffEqBase.jl,,2016-10-20 22:28:36,2021-11-11 16:23:08,2021-11-04 12:29:49,75.0,48.0,128.0,160,2360.0,2021-11-04 12:40:28,6.76.0,,,100.0,The lightweight Base library for shared types and functionality for defining differential equation and scientific..,67.0,16,False,2,,,
25,ForneyLab.jl,biaslab/ForneyLab.jl,ml-frameworks,https://github.com/biaslab/ForneyLab.jl,https://github.com/biaslab/ForneyLab.jl,MIT,2018-06-27 09:12:26,2021-10-01 14:19:47,2021-09-29 16:07:53,28.0,15.0,50.0,105,2180.0,2021-07-22 15:06:17,0.11.3,,,8.0,Julia package for automatically generating Bayesian inference algorithms through message passing on Forney-style..,19.0,16,True,2,,,
26,Images.jl,JuliaImages/Images.jl,image,https://github.com/JuliaImages/Images.jl,https://github.com/JuliaImages/Images.jl,,2012-12-05 14:43:16,2021-11-05 20:20:58,2021-10-21 10:09:40,131.0,42.0,479.0,460,1486.0,2021-04-27 07:48:51,0.24.1,,,45.0,An image library for Julia.,86.0,15,False,3,,,
27,GLM.jl,JuliaStats/GLM.jl,probabilistics,https://github.com/JuliaStats/GLM.jl,https://github.com/JuliaStats/GLM.jl,,2012-05-30 03:30:46,2021-11-11 14:45:51,2021-11-03 19:00:30,96.0,56.0,171.0,417,448.0,2021-06-30 00:46:29,1.5.1,,,31.0,Generalized linear models in Julia.,44.0,15,False,2,,,
28,TextAnalysis.jl,JuliaText/TextAnalysis.jl,nlp,https://github.com/JuliaText/TextAnalysis.jl,https://github.com/JuliaText/TextAnalysis.jl,,2012-05-11 18:44:33,2021-06-25 12:57:19,2021-06-25 12:57:19,88.0,41.0,69.0,325,580.0,2021-04-05 20:07:11,0.7.3,15330.0,312.0,11.0,Julia package for text analysis.,43.0,15,False,1,-2.0,,
29,Distances.jl,JuliaStats/Distances.jl,ml-frameworks,https://github.com/JuliaStats/Distances.jl,https://github.com/JuliaStats/Distances.jl,,2014-08-26 04:25:09,2021-10-30 20:49:37,2021-10-30 19:01:04,83.0,26.0,74.0,313,169.0,2021-10-30 20:49:37,0.10.6,,,23.0,A Julia package for evaluating distances (metrics) between vectors.,37.0,15,False,2,,,
30,MixedModels.jl,JuliaStats/MixedModels.jl,ml-frameworks,https://github.com/JuliaStats/MixedModels.jl,https://github.com/JuliaStats/MixedModels.jl,MIT,2013-03-29 21:24:25,2021-11-11 02:56:17,2021-11-11 02:16:07,41.0,21.0,218.0,292,,2021-11-11 02:42:32,4.5.0,,,76.0,A Julia package for fitting (statistical) mixed-effects models.,23.0,15,True,2,,,
31,AutoMLPipeline.jl,IBM/AutoMLPipeline.jl,ml-frameworks,https://github.com/IBM/AutoMLPipeline.jl,https://github.com/IBM/AutoMLPipeline.jl,MIT,2020-02-25 15:46:12,2021-11-04 13:50:15,2021-11-04 13:36:54,21.0,19.0,48.0,283,423.0,2021-05-23 15:24:33,0.3.6,,,29.0,A package that makes it trivial to create and evaluate machine learning pipeline architectures.,4.0,15,True,2,,,
32,GaussianProcesses.jl,STOR-i/GaussianProcesses.jl,probabilistics,https://github.com/STOR-i/GaussianProcesses.jl,https://github.com/STOR-i/GaussianProcesses.jl,,2015-04-30 14:46:12,2021-09-16 09:10:16,2021-09-16 09:10:16,48.0,22.0,96.0,260,1054.0,2021-06-15 14:28:14,0.12.4,,,7.0,A Julia package for Gaussian Processes.,29.0,15,False,2,,,
33,DecisionTree.jl,bensadeghi/DecisionTree.jl,ml-frameworks,https://github.com/bensadeghi/DecisionTree.jl,https://github.com/bensadeghi/DecisionTree.jl,,2013-01-14 01:29:53,2021-10-06 03:23:44,2021-10-06 03:21:24,79.0,30.0,42.0,247,465.0,2021-10-06 03:23:44,0.10.11,,,23.0,Julia implementation of Decision Tree (CART) and Random Forest algorithms.,23.0,15,False,2,,,
34,HypothesisTests.jl,JuliaStats/HypothesisTests.jl,probabilistics,https://github.com/JuliaStats/HypothesisTests.jl,https://github.com/JuliaStats/HypothesisTests.jl,,2012-12-09 05:43:21,2021-11-04 18:29:19,2021-11-04 11:00:00,66.0,45.0,64.0,199,274.0,2021-11-04 13:19:39,0.10.6,,,16.0,Hypothesis tests for Julia.,42.0,15,False,2,,,
35,KernelFunctions.jl,JuliaGaussianProcesses/KernelFunctions.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,MIT,2019-05-24 13:53:47,2021-11-11 23:20:25,2021-11-04 13:23:57,19.0,58.0,79.0,158,663.0,2021-10-20 15:16:23,0.10.26,,,84.0,Julia package for kernel functions for machine learning.,19.0,15,True,2,,,
36,MLDatasets.jl,JuliaML/MLDatasets.jl,data-loading,https://github.com/JuliaML/MLDatasets.jl,https://github.com/JuliaML/MLDatasets.jl,MIT,2016-09-08 09:16:50,2021-11-07 10:31:46,2021-11-07 10:29:12,31.0,13.0,19.0,146,222.0,2021-11-06 12:41:51,0.5.13,13.0,0.0,21.0,Utility package for accessing common Machine Learning datasets in Julia.,16.0,15,True,2,,,
37,TensorFlow.jl,malmaud/TensorFlow.jl,ml-frameworks,https://github.com/malmaud/TensorFlow.jl,https://github.com/malmaud/TensorFlow.jl,,2015-11-17 18:50:55,2021-08-02 16:55:00,2021-08-02 16:55:00,108.0,71.0,173.0,846,1327.0,2019-03-27 18:18:07,0.12.0,,,27.0,A Julia wrapper for TensorFlow.,39.0,14,False,3,,,
38,Yao.jl,QuantumBFS/Yao.jl,ml-frameworks,https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl,,2018-04-13 13:47:02,2021-10-25 02:30:24,2021-10-25 02:27:57,79.0,25.0,118.0,600,520.0,2021-06-28 16:40:10,0.6.4,,,20.0,"Extensible, Efficient Quantum Algorithm Design for Humans.",11.0,14,False,3,,,
39,ScikitLearn.jl,cstjean/ScikitLearn.jl,ml-frameworks,https://github.com/cstjean/ScikitLearn.jl,https://github.com/cstjean/ScikitLearn.jl,,2016-02-28 17:06:55,2021-09-25 11:43:53,2021-09-25 11:43:53,65.0,27.0,51.0,466,488.0,2021-06-09 07:24:34,0.6.4,,,10.0,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/.,14.0,14,False,3,,,
40,MultivariateStats.jl,JuliaStats/MultivariateStats.jl,probabilistics,https://github.com/JuliaStats/MultivariateStats.jl,https://github.com/JuliaStats/MultivariateStats.jl,,2014-03-12 21:59:49,2021-10-28 22:52:09,2021-10-28 20:43:31,60.0,32.0,54.0,262,160.0,2020-11-15 22:14:12,0.8.0,,,5.0,A Julia package for multivariate statistics and data analysis (e.g. dimension reduction).,26.0,14,False,3,,,
41,Enzyme.jl,wsmoses/Enzyme.jl,ml-frameworks,https://github.com/wsmoses/Enzyme.jl,https://github.com/wsmoses/Enzyme.jl,MIT,2019-09-06 20:06:06,2021-11-01 05:03:21,2021-11-01 04:55:00,13.0,22.0,36.0,127,197.0,2021-10-13 20:03:14,0.7.2,,,20.0,Julia bindings for the Enzyme automatic differentiator.,10.0,14,True,3,,,
42,NNlib.jl,FluxML/NNlib.jl,ml-frameworks,https://github.com/FluxML/NNlib.jl,https://github.com/FluxML/NNlib.jl,,2017-08-21 17:14:26,2021-11-11 10:22:34,2021-11-11 09:30:44,86.0,38.0,84.0,116,1040.0,2021-11-11 10:22:35,0.7.31,,,55.0,Neural Network primitives with multiple backends.,71.0,14,False,3,,,
43,ReservoirComputing.jl,SciML/ReservoirComputing.jl,ml-frameworks,https://github.com/SciML/ReservoirComputing.jl,https://github.com/SciML/ReservoirComputing.jl,MIT,2020-01-16 14:21:10,2021-11-09 16:32:22,2021-06-21 23:06:46,17.0,10.0,7.0,92,313.0,2021-06-21 23:16:01,0.7.0,,,10.0,Reservoir computing utilities for scientific machine learning (SciML).,11.0,14,False,3,,,
44,TSML.jl,IBM/TSML.jl,ml-frameworks,https://github.com/IBM/TSML.jl,https://github.com/IBM/TSML.jl,MIT,2019-01-31 03:57:56,2021-10-11 13:35:09,2021-10-11 13:23:49,16.0,4.0,86.0,71,668.0,2021-09-16 21:22:37,2.7.2,,,42.0,"A package for time series data processing, classification, clustering, and prediction.",7.0,14,False,3,,,
45,MLJTuning.jl,alan-turing-institute/MLJTuning.jl,hyperopt,https://github.com/JuliaAI/MLJTuning.jl,https://github.com/JuliaAI/MLJTuning.jl,MIT,2020-01-14 18:48:56,2021-11-12 03:07:47,2021-11-12 03:07:24,7.0,10.0,34.0,49,556.0,2021-11-01 23:58:50,0.6.14,,,38.0,Hyperparameter optimization algorithms for use in the MLJ machine learning framework.,13.0,14,False,1,,JuliaAI/MLJTuning.jl,
46,FluxTraining.jl,lorenzoh/FluxTraining.jl,ml-frameworks,https://github.com/FluxML/FluxTraining.jl,https://github.com/FluxML/FluxTraining.jl,MIT,2020-03-27 12:27:00,2021-11-12 11:24:00,2021-11-12 11:17:37,8.0,3.0,15.0,49,190.0,2021-10-21 09:11:51,0.2.3,,,8.0,A flexible neural net training library inspired by fast.ai.,7.0,14,False,3,,FluxML/FluxTraining.jl,
47,Mocha.jl,pluskid/Mocha.jl,ml-frameworks,https://github.com/pluskid/Mocha.jl,https://github.com/pluskid/Mocha.jl,,2014-10-25 00:31:21,2018-12-06 01:09:35,2018-12-06 01:09:34,256.0,35.0,119.0,1272,1069.0,,,,,,Deep Learning framework for Julia.,47.0,13,False,3,,,
48,Clustering.jl,JuliaStats/Clustering.jl,ml-frameworks,https://github.com/JuliaStats/Clustering.jl,https://github.com/JuliaStats/Clustering.jl,,2012-11-24 15:47:36,2021-08-22 17:14:11,2021-03-11 18:32:20,102.0,33.0,60.0,264,328.0,2020-10-18 12:18:16,0.14.2,,,19.0,A Julia package for data clustering.,46.0,13,False,3,,,
49,XGBoost.jl,dmlc/XGBoost.jl,ml-frameworks,https://github.com/dmlc/XGBoost.jl,https://github.com/dmlc/XGBoost.jl,,2014-08-14 19:10:42,2021-08-09 00:30:52,2020-12-22 16:30:49,98.0,11.0,46.0,199,182.0,2020-12-22 16:36:19,1.1.1,,,7.0,XGBoost Julia Package.,22.0,13,False,3,,,
50,ArrayFire.jl,JuliaGPU/ArrayFire.jl,ml-frameworks,https://github.com/JuliaGPU/ArrayFire.jl,https://github.com/JuliaGPU/ArrayFire.jl,,2015-05-28 21:01:58,2020-11-18 16:52:26,2020-11-18 16:52:25,31.0,44.0,156.0,189,858.0,2020-09-25 07:25:28,1.0.7,,,11.0,Julia wrapper for the ArrayFire library.,33.0,13,False,3,,,
51,Merlin.jl,hshindo/Merlin.jl,ml-frameworks,https://github.com/hshindo/Merlin.jl,https://github.com/hshindo/Merlin.jl,MIT,2015-11-25 09:12:06,2019-11-25 10:44:17,2018-11-02 04:31:00,10.0,1.0,5.0,147,1454.0,2017-12-15 04:52:54,0.0.3,,,2.0,Deep Learning for Julia.,10.0,13,False,3,,,
52,Omega.jl,zenna/Omega.jl,probabilistics,https://github.com/zenna/Omega.jl,https://github.com/zenna/Omega.jl,MIT,2018-03-09 23:01:39,2021-11-12 23:35:44,2021-11-12 05:14:56,13.0,42.0,73.0,109,664.0,2019-06-24 21:56:14,0.1.1,,,2.0,"Causal, Higher-Order, Probabilistic Programming.",13.0,13,True,3,,,
53,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2021-10-20 13:51:00,2021-10-20 13:40:51,42.0,20.0,26.0,107,214.0,2021-08-08 02:10:29,0.6.5,,,14.0,A fast image augmentation library in Julia for machine learning.,5.0,13,False,3,,,
54,DataDeps.jl,oxinabox/DataDeps.jl,data-loading,https://github.com/oxinabox/DataDeps.jl,https://github.com/oxinabox/DataDeps.jl,,2017-10-18 01:23:10,2021-11-08 18:38:03,2021-11-08 18:38:03,35.0,26.0,51.0,101,364.0,2021-01-27 20:11:51,0.7.7,,,35.0,reproducible data setup for reproducible science.,26.0,13,False,2,,,
55,Mads.jl,madsjulia/Mads.jl,ml-frameworks,https://github.com/madsjulia/Mads.jl,https://github.com/madsjulia/Mads.jl,,2016-01-26 14:19:09,2021-11-09 20:13:54,2021-11-09 20:13:50,20.0,,17.0,82,2270.0,2021-11-05 20:10:43,1.2.13,,,65.0,MADS: Model Analysis & Decision Support.,20.0,13,False,3,,,
56,TensorBoardLogger.jl,PhilipVinc/TensorBoardLogger.jl,ml-experiments,https://github.com/JuliaLogging/TensorBoardLogger.jl,https://github.com/JuliaLogging/TensorBoardLogger.jl,MIT,2019-01-27 21:15:07,2021-07-23 21:35:18,2021-07-23 21:35:18,19.0,13.0,23.0,75,176.0,2021-07-18 20:25:16,0.1.18,,,19.0,Easy peasy logging to TensorBoard with Julia.,20.0,13,False,1,,JuliaLogging/TensorBoardLogger.jl,
57,ReadStat.jl,queryverse/ReadStat.jl,probabilistics,https://github.com/queryverse/ReadStat.jl,https://github.com/queryverse/ReadStat.jl,MIT,2013-12-01 21:59:46,2021-08-16 18:07:45,2021-08-16 17:43:25,16.0,7.0,21.0,68,174.0,2021-08-16 18:06:13,1.1.1,,,11.0,"Read files from Stata, SAS, and SPSS.",10.0,13,False,3,,,
58,Loess.jl,JuliaStats/Loess.jl,ml-frameworks,https://github.com/JuliaStats/Loess.jl,https://github.com/JuliaStats/Loess.jl,,2013-09-14 00:00:30,2021-11-10 20:17:52,2021-11-10 19:51:24,25.0,6.0,15.0,64,89.0,2021-11-10 20:17:52,0.5.4,,,8.0,"Local regression, so smooooth!.",26.0,13,False,3,,,
59,GaussianMixtures.jl,davidavdav/GaussianMixtures.jl,probabilistics,https://github.com/davidavdav/GaussianMixtures.jl,https://github.com/davidavdav/GaussianMixtures.jl,,2013-12-04 12:10:37,2021-09-29 07:54:40,2021-09-29 07:42:37,28.0,9.0,26.0,63,413.0,2021-01-05 11:52:22,0.3.4,,,5.0,Large scale Gaussian Mixture Models.,21.0,13,False,3,,,
60,DiffEqParamEstim.jl,SciML/DiffEqParamEstim.jl,ml-frameworks,https://github.com/SciML/DiffEqParamEstim.jl,https://github.com/SciML/DiffEqParamEstim.jl,,2016-10-28 11:33:04,2021-11-04 16:13:42,2021-11-04 15:56:02,21.0,15.0,55.0,33,531.0,2021-11-04 16:13:42,1.22.0,,,44.0,Easy scientific machine learning (SciML) parameter estimation with pre-built loss functions.,19.0,13,False,3,,,
61,Fairness.jl,ashryaagr/Fairness.jl,interpretability,https://github.com/ashryaagr/Fairness.jl,https://github.com/ashryaagr/Fairness.jl,MIT,2020-05-21 18:10:23,2021-09-20 00:52:29,2021-07-27 12:01:12,11.0,7.0,2.0,24,146.0,2021-06-28 14:18:21,0.3.2,,,8.0,Julia Toolkit with fairness metrics and bias mitigation algorithms.,9.0,13,False,1,,,
62,DataAugmentation.jl,lorenzoh/DataAugmentation.jl,data-loading,https://github.com/lorenzoh/DataAugmentation.jl,https://github.com/lorenzoh/DataAugmentation.jl,MIT,2020-03-27 13:44:36,2021-10-13 14:06:24,2021-10-13 13:58:47,8.0,2.0,6.0,14,229.0,2021-10-01 08:04:47,0.2.6,,,16.0,Flexible data augmentation library for machine and deep learning.,7.0,13,False,2,,,
63,Stheno.jl,willtebbutt/Stheno.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/Stheno.jl,https://github.com/JuliaGaussianProcesses/Stheno.jl,,2017-08-15 15:10:58,2021-08-27 10:34:07,2021-08-27 10:02:08,20.0,21.0,37.0,279,462.0,2021-08-27 10:18:19,0.7.15,,,48.0,Probabilistic Programming with Gaussian processes in Julia.,11.0,12,False,3,,JuliaGaussianProcesses/Stheno.jl,
64,Mamba.jl,brian-j-smith/Mamba.jl,ml-frameworks,https://github.com/brian-j-smith/Mamba.jl,https://github.com/brian-j-smith/Mamba.jl,,2014-06-15 14:21:04,2020-08-26 12:36:20,2020-08-26 00:01:31,48.0,39.0,74.0,240,1057.0,2020-04-04 19:02:55,0.12.4,,,51.0,Markov chain Monte Carlo (MCMC) for Bayesian analysis in julia.,13.0,12,False,3,,,
65,AutoGrad.jl,denizyuret/AutoGrad.jl,ml-frameworks,https://github.com/denizyuret/AutoGrad.jl,https://github.com/denizyuret/AutoGrad.jl,,2016-08-08 20:24:26,2021-07-22 15:49:06,2021-07-22 15:48:57,23.0,18.0,50.0,153,481.0,2020-12-26 22:17:41,1.2.4,,,20.0,Julia port of the Python autograd package.,16.0,12,False,3,,,
66,Yota.jl,dfdx/Yota.jl,ml-frameworks,https://github.com/dfdx/Yota.jl,https://github.com/dfdx/Yota.jl,MIT,2018-07-14 22:04:47,2021-10-30 17:43:29,2021-10-29 21:51:58,8.0,7.0,38.0,106,,2021-10-30 17:43:29,0.6.2,,,17.0,Reverse-mode automatic differentiation in Julia.,8.0,12,True,3,-2.0,,
67,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-07-28 14:14:27,2021-06-10 13:15:04,27.0,12.0,69.0,104,432.0,2021-06-10 14:13:08,0.7.2,,,14.0,Julia package of loss functions for machine learning.,18.0,12,False,3,,,
