,name,github_id,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,trending,updated_github_id
27,GeometricFlux.jl,yuehhua/GeometricFlux.jl,ml-frameworks,https://github.com/FluxML/GeometricFlux.jl,https://github.com/FluxML/GeometricFlux.jl,MIT,2019-04-04 12:18:22,2021-05-28 11:43:33,2021-05-27 09:26:04,19.0,22.0,28.0,209,613.0,2021-04-03 07:11:11,0.7.6,,,19.0,Geometric Deep Learning for Flux.,,,10.0,15,True,2,,FluxML/GeometricFlux.jl
28,Metalhead.jl,FluxML/Metalhead.jl,image,https://github.com/FluxML/Metalhead.jl,https://github.com/FluxML/Metalhead.jl,,2018-02-15 21:37:03,2021-06-18 14:32:48,2021-05-20 07:50:35,40.0,20.0,18.0,203,135.0,2021-05-20 08:39:09,0.5.3,11016.0,275.0,10.0,Computer vision models for Flux.,,,19.0,15,False,3,,
29,HypothesisTests.jl,JuliaStats/HypothesisTests.jl,probabilistics,https://github.com/JuliaStats/HypothesisTests.jl,https://github.com/JuliaStats/HypothesisTests.jl,,2012-12-09 05:43:21,2021-06-23 13:29:37,2021-06-15 14:26:56,63.0,40.0,61.0,180,270.0,2021-05-03 11:06:53,0.10.4,,,14.0,Hypothesis tests for Julia.,,,42.0,15,False,1,,
30,MLDatasets.jl,JuliaML/MLDatasets.jl,data-loading,https://github.com/JuliaML/MLDatasets.jl,https://github.com/JuliaML/MLDatasets.jl,MIT,2016-09-08 09:16:50,2021-04-28 00:56:07,2021-03-30 06:13:22,25.0,11.0,15.0,128,152.0,2021-03-30 06:30:37,0.5.6,4.0,0.0,14.0,Utility package for accessing common Machine Learning datasets in Julia.,,,13.0,15,True,2,,
31,DiffEqBase.jl,SciML/DiffEqBase.jl,ml-frameworks,https://github.com/SciML/DiffEqBase.jl,https://github.com/SciML/DiffEqBase.jl,,2016-10-20 22:28:36,2021-06-26 15:50:12,2021-06-25 19:48:01,67.0,47.0,124.0,124,2293.0,2021-06-25 20:04:26,6.67.0,,,100.0,The lightweight Base library for shared types and functionality for defining differential equation and scientific..,,,66.0,15,False,2,,
32,ScikitLearn.jl,cstjean/ScikitLearn.jl,ml-frameworks,https://github.com/cstjean/ScikitLearn.jl,https://github.com/cstjean/ScikitLearn.jl,,2016-02-28 17:06:55,2021-06-09 12:03:45,2021-06-09 12:03:44,61.0,25.0,51.0,447,486.0,2021-06-09 07:24:34,0.6.4,,,10.0,Julia implementation of the scikit-learn API https://cstjean.github.io/ScikitLearn.jl/dev/.,,,13.0,14,False,2,,
33,DecisionTree.jl,bensadeghi/DecisionTree.jl,ml-frameworks,https://github.com/bensadeghi/DecisionTree.jl,https://github.com/bensadeghi/DecisionTree.jl,,2013-01-14 01:29:53,2021-05-17 13:50:31,2020-09-17 07:02:13,75.0,28.0,41.0,234,448.0,2020-09-17 08:16:08,0.10.10,,,22.0,Julia implementation of Decision Tree (CART) and Random Forest algorithms.,,,22.0,14,False,2,,
34,MultivariateStats.jl,JuliaStats/MultivariateStats.jl,probabilistics,https://github.com/JuliaStats/MultivariateStats.jl,https://github.com/JuliaStats/MultivariateStats.jl,,2014-03-12 21:59:49,2021-06-03 00:18:17,2021-06-01 03:06:06,57.0,28.0,53.0,232,157.0,2020-11-15 22:14:12,0.8.0,,,5.0,A Julia package for multivariate statistics and data analysis (e.g. dimension reduction).,,,26.0,14,False,2,,
35,MeasureTheory.jl,cscherrer/MeasureTheory.jl,probabilistics,https://github.com/cscherrer/MeasureTheory.jl,https://github.com/cscherrer/MeasureTheory.jl,MIT,2020-01-11 19:44:00,2021-06-27 12:43:40,2021-06-17 16:17:51,11.0,25.0,9.0,186,225.0,2021-06-17 16:36:12,0.8.1,,,15.0,,,,7.0,14,False,2,,
36,MLBase.jl,JuliaStats/MLBase.jl,ml-frameworks,https://github.com/JuliaStats/MLBase.jl,https://github.com/JuliaStats/MLBase.jl,MIT,2013-02-10 15:50:23,2020-02-08 15:53:11,2018-10-08 21:18:12,57.0,7.0,13.0,174,168.0,2018-08-31 05:41:36,0.8.0,,,3.0,A set of functions to support the development of machine learning algorithms.,,,16.0,14,False,2,,
37,KernelFunctions.jl,JuliaGaussianProcesses/KernelFunctions.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,https://github.com/JuliaGaussianProcesses/KernelFunctions.jl,MIT,2019-05-24 13:53:47,2021-06-28 10:47:20,2021-06-25 20:06:45,16.0,43.0,67.0,123,616.0,2021-06-25 18:51:37,0.10.6,,,64.0,Julia package for kernel functions for machine learning.,,,17.0,14,True,2,,
38,Yota.jl,dfdx/Yota.jl,ml-frameworks,https://github.com/dfdx/Yota.jl,https://github.com/dfdx/Yota.jl,MIT,2018-07-14 22:04:47,2021-06-27 22:50:45,2021-06-27 22:50:37,8.0,11.0,28.0,104,308.0,2021-06-22 17:54:22,0.5.0,,,14.0,Reverse-mode automatic differentiation in Julia.,,,8.0,14,True,2,,
39,NNlib.jl,FluxML/NNlib.jl,ml-frameworks,https://github.com/FluxML/NNlib.jl,https://github.com/FluxML/NNlib.jl,,2017-08-21 17:14:26,2021-06-27 21:16:28,2021-06-27 21:16:25,81.0,31.0,83.0,102,939.0,2021-06-17 08:23:09,0.7.22,,,46.0,Neural Network primitives with multiple backends.,,,68.0,14,False,2,,
40,ForneyLab.jl,biaslab/ForneyLab.jl,ml-frameworks,https://github.com/biaslab/ForneyLab.jl,https://github.com/biaslab/ForneyLab.jl,,2018-06-27 09:12:26,2021-06-18 08:10:51,2021-05-03 12:25:12,25.0,16.0,45.0,93,2095.0,2021-04-08 10:46:06,0.11.3,,,8.0,Julia package for automatically generating Bayesian inference algorithms through message passing on Forney-style..,,,19.0,14,False,2,,
41,TensorBoardLogger.jl,PhilipVinc/TensorBoardLogger.jl,ml-experiments,https://github.com/PhilipVinc/TensorBoardLogger.jl,https://github.com/PhilipVinc/TensorBoardLogger.jl,MIT,2019-01-27 21:15:07,2021-06-07 13:51:18,2021-06-07 13:36:13,19.0,11.0,22.0,69,171.0,2021-06-07 13:51:19,0.1.17,,,18.0,Easy peasy logging to TensorBoard with Julia.,,,19.0,14,False,1,,
42,ReservoirComputing.jl,SciML/ReservoirComputing.jl,ml-frameworks,https://github.com/SciML/ReservoirComputing.jl,https://github.com/SciML/ReservoirComputing.jl,MIT,2020-01-16 14:21:10,2021-06-21 23:20:48,2021-06-21 23:06:46,14.0,7.0,6.0,69,313.0,2021-06-21 23:16:01,0.7.0,,,10.0,Reservoir computing utilities for scientific machine learning (SciML).,,,11.0,14,False,2,,
43,ReadStat.jl,queryverse/ReadStat.jl,probabilistics,https://github.com/queryverse/ReadStat.jl,https://github.com/queryverse/ReadStat.jl,MIT,2013-12-01 21:59:46,2021-05-06 17:57:32,2021-05-06 17:50:00,14.0,7.0,21.0,66,170.0,2021-04-22 20:04:29,1.1.0,,,10.0,"Read files from Stata, SAS, and SPSS.",,,10.0,14,False,2,,
44,TSML.jl,IBM/TSML.jl,ml-frameworks,https://github.com/IBM/TSML.jl,https://github.com/IBM/TSML.jl,MIT,2019-01-31 03:57:56,2021-05-08 02:21:01,2021-05-08 02:14:27,15.0,4.0,85.0,62,653.0,2021-03-29 23:02:45,2.7.0,,,40.0,"A package for time series data processing, classification, clustering, and prediction.",,,6.0,14,False,2,,
45,FluxTraining.jl,lorenzoh/FluxTraining.jl,ml-frameworks,https://github.com/lorenzoh/FluxTraining.jl,https://github.com/lorenzoh/FluxTraining.jl,MIT,2020-03-27 12:27:00,2021-06-03 02:09:19,2021-05-10 06:51:03,6.0,1.0,12.0,40,175.0,2021-02-21 14:04:48,0.1.3,,,4.0,A flexible neural net training library inspired by fast.ai.,,,6.0,14,False,2,,
46,MLJTuning.jl,alan-turing-institute/MLJTuning.jl,hyperopt,https://github.com/JuliaAI/MLJTuning.jl,https://github.com/JuliaAI/MLJTuning.jl,MIT,2020-01-14 18:48:56,2021-06-16 20:13:34,2021-06-11 03:05:03,4.0,10.0,26.0,37,509.0,2021-06-11 03:49:43,0.6.8,,,32.0,Hyperparameter optimization algorithms for use in the MLJ machine learning framework.,,,11.0,14,False,1,,JuliaAI/MLJTuning.jl
47,Mocha.jl,pluskid/Mocha.jl,ml-frameworks,https://github.com/pluskid/Mocha.jl,https://github.com/pluskid/Mocha.jl,,2014-10-25 00:31:21,2018-12-06 01:09:35,2018-12-06 01:09:34,254.0,35.0,119.0,1264,1069.0,,,,,,Deep Learning framework for Julia.,,,47.0,13,False,3,,
48,Yao.jl,QuantumBFS/Yao.jl,ml-frameworks,https://github.com/QuantumBFS/Yao.jl,https://github.com/QuantumBFS/Yao.jl,,2018-04-13 13:47:02,2021-06-27 00:08:13,2021-06-26 19:14:56,69.0,24.0,113.0,554,509.0,2020-06-08 07:07:09,0.6.3,,,19.0,"Extensible, Efficient Quantum Algorithm Design for Humans.",,,11.0,13,False,3,,
49,Stheno.jl,willtebbutt/Stheno.jl,ml-frameworks,https://github.com/JuliaGaussianProcesses/Stheno.jl,https://github.com/JuliaGaussianProcesses/Stheno.jl,,2017-08-15 15:10:58,2021-06-28 11:30:30,2021-06-28 11:28:18,19.0,21.0,35.0,260,448.0,2021-06-07 19:02:23,0.7.7,,,40.0,Probabilistic Programming with Gaussian processes in Julia.,,,11.0,13,False,3,,JuliaGaussianProcesses/Stheno.jl
50,Clustering.jl,JuliaStats/Clustering.jl,ml-frameworks,https://github.com/JuliaStats/Clustering.jl,https://github.com/JuliaStats/Clustering.jl,,2012-11-24 15:47:36,2021-03-11 18:32:20,2021-03-11 18:32:20,94.0,32.0,57.0,238,328.0,2020-10-18 12:18:16,0.14.2,,,19.0,A Julia package for data clustering.,,,46.0,13,False,3,-1.0,
51,XGBoost.jl,dmlc/XGBoost.jl,ml-frameworks,https://github.com/dmlc/XGBoost.jl,https://github.com/dmlc/XGBoost.jl,,2014-08-14 19:10:42,2021-02-09 18:08:19,2020-12-22 16:30:49,94.0,8.0,44.0,188,182.0,2020-12-22 16:36:19,1.1.1,,,7.0,XGBoost Julia Package.,,,22.0,13,False,3,-1.0,
52,ArrayFire.jl,JuliaGPU/ArrayFire.jl,ml-frameworks,https://github.com/JuliaGPU/ArrayFire.jl,https://github.com/JuliaGPU/ArrayFire.jl,,2015-05-28 21:01:58,2020-11-18 16:52:26,2020-11-18 16:52:25,30.0,44.0,156.0,181,858.0,2020-09-25 07:25:28,1.0.7,,,11.0,Julia wrapper for the ArrayFire library.,,,33.0,13,False,3,,
53,FastAI.jl,FluxML/FastAI.jl,ml-frameworks,https://github.com/FluxML/FastAI.jl,https://github.com/FluxML/FastAI.jl,MIT,2020-05-20 23:06:49,2021-06-27 19:44:37,2021-06-24 17:06:54,21.0,8.0,10.0,173,185.0,,,,,,"Repository of best practices for deep learning in Julia, inspired by fastai.",,,12.0,13,True,3,1.0,
54,Merlin.jl,hshindo/Merlin.jl,ml-frameworks,https://github.com/hshindo/Merlin.jl,https://github.com/hshindo/Merlin.jl,MIT,2015-11-25 09:12:06,2019-11-25 10:44:17,2018-11-02 04:31:00,9.0,1.0,5.0,146,1454.0,2017-12-15 04:52:54,0.0.3,,,2.0,Deep Learning for Julia.,,,10.0,13,False,3,,
55,KernelDensity.jl,JuliaStats/KernelDensity.jl,probabilistics,https://github.com/JuliaStats/KernelDensity.jl,https://github.com/JuliaStats/KernelDensity.jl,,2014-04-13 19:14:58,2021-05-03 05:18:10,2021-05-03 04:50:14,29.0,20.0,37.0,103,116.0,2021-05-03 05:18:10,0.6.3,,,10.0,Kernel density estimators for Julia.,,,21.0,13,False,3,,
56,Enzyme.jl,wsmoses/Enzyme.jl,ml-frameworks,https://github.com/wsmoses/Enzyme.jl,https://github.com/wsmoses/Enzyme.jl,MIT,2019-09-06 20:06:06,2021-06-26 18:25:20,2021-06-26 18:24:10,8.0,19.0,10.0,102,102.0,2021-06-11 15:06:50,0.6.0,,,12.0,Julia bindings for the Enzyme automatic differentiator.,,,7.0,13,True,3,,
57,Augmentor.jl,Evizero/Augmentor.jl,image,https://github.com/Evizero/Augmentor.jl,https://github.com/Evizero/Augmentor.jl,,2017-05-04 13:13:15,2021-05-25 13:57:38,2021-05-25 13:53:03,34.0,20.0,18.0,100,200.0,2021-05-17 13:12:44,0.6.3,,,12.0,A fast image augmentation library in Julia for machine learning.,,,4.0,13,False,3,,
58,DataDeps.jl,oxinabox/DataDeps.jl,data-loading,https://github.com/oxinabox/DataDeps.jl,https://github.com/oxinabox/DataDeps.jl,,2017-10-18 01:23:10,2021-01-27 20:11:51,2021-01-27 19:46:04,31.0,25.0,47.0,91,354.0,2021-01-27 20:11:51,0.7.7,,,35.0,reproducible data setup for reproducible science.,,,25.0,13,False,2,,
59,LossFunctions.jl,JuliaML/LossFunctions.jl,ml-frameworks,https://github.com/JuliaML/LossFunctions.jl,https://github.com/JuliaML/LossFunctions.jl,,2015-10-11 10:41:50,2021-06-10 14:13:07,2021-06-10 13:15:04,24.0,7.0,69.0,90,432.0,2021-06-10 14:13:08,0.7.2,,,14.0,Julia package of loss functions for machine learning.,,,18.0,13,False,3,,
60,Omega.jl,zenna/Omega.jl,probabilistics,https://github.com/zenna/Omega.jl,https://github.com/zenna/Omega.jl,MIT,2018-03-09 23:01:39,2021-06-27 05:55:29,2021-02-17 01:51:16,11.0,41.0,72.0,86,648.0,2019-06-24 21:56:14,0.1.1,,,2.0,"Causal, Higher-Order, Probabilistic Programming.",,,12.0,13,False,3,,
61,UMAP.jl,dillondaudert/UMAP.jl,ml-frameworks,https://github.com/dillondaudert/UMAP.jl,https://github.com/dillondaudert/UMAP.jl,MIT,2018-09-13 19:59:15,2021-05-26 02:48:10,2021-01-06 00:18:48,11.0,8.0,9.0,82,233.0,2020-10-13 15:14:54,0.1.8,,,9.0,Uniform Manifold Approximation and Projection (UMAP) implementation in Julia.,,,6.0,13,False,3,,
62,Mads.jl,madsjulia/Mads.jl,ml-frameworks,https://github.com/madsjulia/Mads.jl,https://github.com/madsjulia/Mads.jl,,2016-01-26 14:19:09,2021-06-28 01:53:35,2021-06-28 00:40:41,19.0,,17.0,76,2219.0,2021-06-28 01:53:35,1.2.2,,,54.0,MADS: Model Analysis & Decision Support.,,,19.0,13,False,3,,
63,JLBoost.jl,xiaodaigh/JLBoost.jl,ml-frameworks,https://github.com/xiaodaigh/JLBoost.jl,https://github.com/xiaodaigh/JLBoost.jl,MIT,2018-09-27 06:29:18,2021-04-26 03:27:37,2021-04-26 03:27:32,3.0,14.0,8.0,61,160.0,2020-11-28 11:08:40,0.1.16,,,17.0,A 100%-Julia implementation of Gradient-Boosting Regression Tree algorithms.,,,4.0,13,False,3,1.0,
64,GaussianMixtures.jl,davidavdav/GaussianMixtures.jl,probabilistics,https://github.com/davidavdav/GaussianMixtures.jl,https://github.com/davidavdav/GaussianMixtures.jl,,2013-12-04 12:10:37,2021-05-03 00:42:41,2021-01-05 10:57:43,25.0,9.0,25.0,59,413.0,2021-01-05 11:52:22,0.3.4,,,5.0,Large scale Gaussian Mixture Models.,,,20.0,13,False,3,,
65,ReinforcementLearningZoo.jl,JuliaReinforcementLearning/ReinforcementLearningZoo.jl,others,https://github.com/JuliaReinforcementLearning/ReinforcementLearningZoo.jl,https://github.com/JuliaReinforcementLearning/ReinforcementLearningZoo.jl,MIT,2020-02-15 03:08:44,2021-05-06 07:15:00,2021-05-06 07:15:00,18.0,,19.0,45,170.0,2021-04-27 23:47:32,0.3.7,,,18.0,,,,15.0,13,False,1,,
66,DiffEqParamEstim.jl,SciML/DiffEqParamEstim.jl,ml-frameworks,https://github.com/SciML/DiffEqParamEstim.jl,https://github.com/SciML/DiffEqParamEstim.jl,,2016-10-28 11:33:04,2021-06-11 11:33:10,2021-06-11 10:36:39,21.0,15.0,54.0,33,524.0,2021-06-11 11:01:05,1.21.0,,,43.0,Easy scientific machine learning (SciML) parameter estimation with pre-built loss functions.,,,18.0,13,False,3,,
67,DataAugmentation.jl,lorenzoh/DataAugmentation.jl,data-loading,https://github.com/lorenzoh/DataAugmentation.jl,https://github.com/lorenzoh/DataAugmentation.jl,MIT,2020-03-27 13:44:36,2021-06-23 13:21:06,2021-05-24 08:40:20,4.0,,3.0,5,184.0,2021-04-29 12:22:32,0.2.2,,,12.0,Flexible data augmentation library for machine and deep learning.,,,4.0,13,False,2,,
